key	filename	range	rigid
2146872744	/RigidModels/Buildings/modular_temple_roof_massive_end/modular_temple_roof_massive_end_piece01_destruct01.rigid_model_v2	1_1	modular_temple_roof_massive_end_piece01_destruct01
2146872753	/RigidModels/Buildings/carthage_blockout_v5/carthage_blockout_v5_piece01_destruct01.rigid_model_v2	1_1	carthage_blockout_v5_piece01_destruct01
2146872754	/RigidModels/Buildings/test_wall15_terrace_edge_endcap_right/test_wall15_terrace_edge_endcap_right_piece01_destruct01.rigid_model_v2	1_1	test_wall15_terrace_edge_endcap_right_piece01_destruct01
2146872763	/RigidModels/Buildings/test_wall15_gateway_d/test_wall15_gateway_d_piece01_destruct01.rigid_model_v2	1_1	test_wall15_gateway_d_piece01_destruct01
2146872767	/RigidModels/Buildings/modular_temple_wall_pannel/modular_temple_wall_pannel_piece01_destruct01.rigid_model_v2	1_1	modular_temple_wall_pannel_piece01_destruct01
2146872769	/RigidModels/Buildings/modular_temple_window/modular_temple_window_piece01_destruct01.rigid_model_v2	1_1	modular_temple_window_piece01_destruct01
2146872771	/RigidModels/Buildings/test_wall15_tower_a_corner/test_wall15_tower_a_corner_piece01_destruct01.rigid_model_v2	1_1	test_wall15_tower_a_corner_piece01_destruct01
2146872777	/RigidModels/Buildings/modular_temple_door/modular_temple_door_piece01_destruct01.rigid_model_v2	1_1	modular_temple_door_piece01_destruct01
2146872787	/RigidModels/Buildings/dock_barrels/dock_barrels_piece01_destruct01.rigid_model_v2	1_1	dock_barrels_piece01_destruct01
2146872791	/RigidModels/Buildings/carthage_blockout_v5k/carthage_blockout_v5k_piece01_destruct01.rigid_model_v2	1_1	carthage_blockout_v5k_piece01_destruct01
2146872805	/RigidModels/Buildings/modular_terrace_wall_10m_wide/modular_terrace_wall_10m_wide_piece01_destruct01.rigid_model_v2	1_1	modular_terrace_wall_10m_wide_piece01_destruct01
2146872813	/RigidModels/Buildings/crane/crane_piece01_destruct01.rigid_model_v2	1_1	crane_piece01_destruct01
2146872816	/RigidModels/Buildings/carthage_blockout_v5c/carthage_blockout_v5c_piece01_destruct01.rigid_model_v2	1_1	carthage_blockout_v5c_piece01_destruct01
2146872826	/RigidModels/Buildings/modular_terrace_ext_corner_right/modular_terrace_ext_corner_right_piece01_destruct01.rigid_model_v2	1_1	modular_terrace_ext_corner_right_piece01_destruct01
2146872835	/RigidModels/Buildings/modular_temple_roof_half/modular_temple_roof_half_piece01_destruct01.rigid_model_v2	1_1	modular_temple_roof_half_piece01_destruct01
2146872838	/RigidModels/Buildings/modular_temple_roof_round/modular_temple_roof_round_piece01_destruct01.rigid_model_v2	1_1	modular_temple_roof_round_piece01_destruct01
2146872846	/RigidModels/Buildings/modular_temple_room/modular_temple_room_piece01_destruct01.rigid_model_v2	1_1	modular_temple_room_piece01_destruct01
2146872863	/RigidModels/Buildings/modular_temple_wall_end/modular_temple_wall_end_piece01_destruct01.rigid_model_v2	1_1	modular_temple_wall_end_piece01_destruct01
2146872872	/RigidModels/Buildings/test_wall15_destruct_level_1/test_wall15_destruct_level_1_piece01_destruct01.rigid_model_v2	1_1	test_wall15_destruct_level_1_piece01_destruct01
2146872885	/RigidModels/Buildings/carthage_blockout_v5d/carthage_blockout_v5d_piece01_destruct01.rigid_model_v2	1_1	carthage_blockout_v5d_piece01_destruct01
2146872895	/RigidModels/Buildings/test_wall15_destruct_level_2/test_wall15_destruct_level_2_piece01_destruct01.rigid_model_v2	1_1	test_wall15_destruct_level_2_piece01_destruct01
2146872910	/RigidModels/Buildings/dock_end_right/dock_end_right_piece01_destruct01.rigid_model_v2	1_1	dock_end_right_piece01_destruct01
2146872914	/RigidModels/Buildings/test_wall15_destruct_level_3/test_wall15_destruct_level_3_piece01_destruct01.rigid_model_v2	1_1	test_wall15_destruct_level_3_piece01_destruct01
2146872920	/RigidModels/Buildings/modular_temple_wall_corner/modular_temple_wall_corner_piece01_destruct01.rigid_model_v2	1_1	modular_temple_wall_corner_piece01_destruct01
2146872921	/RigidModels/Buildings/modular_terrace_int_corner_left/modular_terrace_int_corner_left_piece01_destruct01.rigid_model_v2	1_1	modular_terrace_int_corner_left_piece01_destruct01
2146872928	/RigidModels/Buildings/test_wall15_destruct_level_4/test_wall15_destruct_level_4_piece01_destruct01.rigid_model_v2	1_1	test_wall15_destruct_level_4_piece01_destruct01
2146872930	/RigidModels/Buildings/carthage_blockout_v5e/carthage_blockout_v5e_piece01_destruct01.rigid_model_v2	1_1	carthage_blockout_v5e_piece01_destruct01
2146872934	/RigidModels/Buildings/modular_temple_floor_8x8m/modular_temple_floor_8x8m_piece01_destruct01.rigid_model_v2	1_1	modular_temple_floor_8x8m_piece01_destruct01
2146872935	/RigidModels/Buildings/modular_terrace_steps_landing/modular_terrace_steps_landing_piece01_destruct01.rigid_model_v2	1_1	modular_terrace_steps_landing_piece01_destruct01
2146872939	/RigidModels/Buildings/modular_temple_pillar/modular_temple_pillar_piece01_destruct01.rigid_model_v2	1_1	modular_temple_pillar_piece01_destruct01
2146872941	/RigidModels/Buildings/modular_terrace_int_corner_right/modular_terrace_int_corner_right_piece01_destruct01.rigid_model_v2	1_1	modular_terrace_int_corner_right_piece01_destruct01
2146872942	/RigidModels/Buildings/modular_temple_wall_pannel_windows/modular_temple_wall_pannel_windows_piece01_destruct01.rigid_model_v2	1_1	modular_temple_wall_pannel_windows_piece01_destruct01
2146872951	/RigidModels/Buildings/modular_temple_wall_pannel_pillars/modular_temple_wall_pannel_pillars_piece01_destruct01.rigid_model_v2	1_1	modular_temple_wall_pannel_pillars_piece01_destruct01
2146872955	/RigidModels/Buildings/modular_temple_balcony_corner/modular_temple_balcony_corner_piece01_destruct01.rigid_model_v2	1_1	modular_temple_balcony_corner_piece01_destruct01
2146872963	/RigidModels/Buildings/modular_temple_roof_middle/modular_temple_roof_middle_piece01_destruct01.rigid_model_v2	1_1	modular_temple_roof_middle_piece01_destruct01
2146872965	/RigidModels/Buildings/modular_terrace_pavement_top_of_steps/modular_terrace_pavement_top_of_steps_piece01_destruct01.rigid_model_v2	1_1	modular_terrace_pavement_top_of_steps_piece01_destruct01
2146872970	/RigidModels/Buildings/dock_offset_right_1/dock_offset_right_1_piece01_destruct01.rigid_model_v2	1_1	dock_offset_right_1_piece01_destruct01
2146872971	/RigidModels/Buildings/modular_temple_stairs/modular_temple_stairs_piece01_destruct01.rigid_model_v2	1_1	modular_temple_stairs_piece01_destruct01
2146872979	/RigidModels/Buildings/modular_temple_room_round/modular_temple_room_round_piece01_destruct01.rigid_model_v2	1_1	modular_temple_room_round_piece01_destruct01
2146873005	/RigidModels/Buildings/dock_cargo_1/dock_cargo_1_piece01_destruct01.rigid_model_v2	1_1	dock_cargo_1_piece01_destruct01
2146873015	/RigidModels/Buildings/carthage_blockout_v5f/carthage_blockout_v5f_piece01_destruct01.rigid_model_v2	1_1	carthage_blockout_v5f_piece01_destruct01
2146873025	/RigidModels/Buildings/modular_terrace_ext_corner_left/modular_terrace_ext_corner_left_piece01_destruct01.rigid_model_v2	1_1	modular_terrace_ext_corner_left_piece01_destruct01
2146873042	/RigidModels/Buildings/dock_offset_left_1/dock_offset_left_1_piece01_destruct01.rigid_model_v2	1_1	dock_offset_left_1_piece01_destruct01
2146873047	/RigidModels/Buildings/modular_temple_floor/modular_temple_floor_piece01_destruct01.rigid_model_v2	1_1	modular_temple_floor_piece01_destruct01
2146873080	/RigidModels/Buildings/dock_offset_right_2/dock_offset_right_2_piece01_destruct01.rigid_model_v2	1_1	dock_offset_right_2_piece01_destruct01
2146873084	/RigidModels/Buildings/dock_offset_left_2/dock_offset_left_2_piece01_destruct01.rigid_model_v2	1_1	dock_offset_left_2_piece01_destruct01
2146873094	/RigidModels/Buildings/modular_temple_room_half/modular_temple_room_half_piece01_destruct01.rigid_model_v2	1_1	modular_temple_room_half_piece01_destruct01
2146873097	/RigidModels/Buildings/dock_cargo_2/dock_cargo_2_piece01_destruct01.rigid_model_v2	1_1	dock_cargo_2_piece01_destruct01
2146873099	/RigidModels/Buildings/test_wall15_terrace_edge_endcap_left/test_wall15_terrace_edge_endcap_left_piece01_destruct01.rigid_model_v2	1_1	test_wall15_terrace_edge_endcap_left_piece01_destruct01
2146873105	/RigidModels/Buildings/carthage_blockout_v5g/carthage_blockout_v5g_piece01_destruct01.rigid_model_v2	1_1	carthage_blockout_v5g_piece01_destruct01
2146873115	/RigidModels/Buildings/modular_temple_balcony/modular_temple_balcony_piece01_destruct01.rigid_model_v2	1_1	modular_temple_balcony_piece01_destruct01
2146873128	/RigidModels/Buildings/dock_corner_convex_1/dock_corner_convex_1_piece01_destruct01.rigid_model_v2	1_1	dock_corner_convex_1_piece01_destruct01
2146873132	/RigidModels/Buildings/test_wall15_gateway_e/test_wall15_gateway_e_piece01_destruct01.rigid_model_v2	1_1	test_wall15_gateway_e_piece01_destruct01
2146873134	/RigidModels/Buildings/modular_terrace_pavement_wings/modular_terrace_pavement_wings_piece01_destruct01.rigid_model_v2	1_1	modular_terrace_pavement_wings_piece01_destruct01
2146873145	/RigidModels/Buildings/dock_cargo_3/dock_cargo_3_piece01_destruct01.rigid_model_v2	1_1	dock_cargo_3_piece01_destruct01
2146873151	/RigidModels/Buildings/test_wall15_straight_stepped_down_10m_with_squared_bastion_a/test_wall15_straight_stepped_down_10m_with_squared_bastion_a_piece01_destruct01.rigid_model_v2	1_1	test_wall15_straight_stepped_down_10m_with_squared_bastion_a_piece01_destruct01
2146873170	/RigidModels/Buildings/test_wall15_tower_b_corner_with_extension/test_wall15_tower_b_corner_with_extension_piece01_destruct01.rigid_model_v2	1_1	test_wall15_tower_b_corner_with_extension_piece01_destruct01
2146873195	/RigidModels/Buildings/test_wall15_gates_a/test_wall15_gates_a_piece01_destruct01.rigid_model_v2	1_1	test_wall15_gates_a_piece01_destruct01
2146873205	/RigidModels/Buildings/test_wall15_straight_with_arches_d/test_wall15_straight_with_arches_d_piece01_destruct01.rigid_model_v2	1_1	test_wall15_straight_with_arches_d_piece01_destruct01
2146873214	/RigidModels/Buildings/test_wall15_straight_with_arches_d/test_wall15_straight_with_arches_d_piece01_destruct02.rigid_model_v2	1_1	test_wall15_straight_with_arches_d_piece01_destruct02
2146873216	/RigidModels/Buildings/test_wall15_straight_with_arches_d/test_wall15_straight_with_arches_d_piece01_destruct03.rigid_model_v2	1_1	test_wall15_straight_with_arches_d_piece01_destruct03
2146873228	/RigidModels/Buildings/dock_corner_concav_1/dock_corner_concav_1_piece01_destruct01.rigid_model_v2	1_1	dock_corner_concav_1_piece01_destruct01
2146873235	/RigidModels/Buildings/carthage_blockout_v5h/carthage_blockout_v5h_piece01_destruct01.rigid_model_v2	1_1	carthage_blockout_v5h_piece01_destruct01
2146873242	/RigidModels/Buildings/modular_temple_wall_pannel_arch/modular_temple_wall_pannel_arch_piece01_destruct01.rigid_model_v2	1_1	modular_temple_wall_pannel_arch_piece01_destruct01
2146873252	/RigidModels/Buildings/modular_temple_wall_small_8m/modular_temple_wall_small_8m_piece01_destruct01.rigid_model_v2	1_1	modular_temple_wall_small_8m_piece01_destruct01
2146873253	/RigidModels/Buildings/modular_terrace_steps_bannister_left/modular_terrace_steps_bannister_left_piece01_destruct01.rigid_model_v2	1_1	modular_terrace_steps_bannister_left_piece01_destruct01
2146873262	/RigidModels/Buildings/modular_temple_floor_curved/modular_temple_floor_curved_piece01_destruct01.rigid_model_v2	1_1	modular_temple_floor_curved_piece01_destruct01
2146873270	/RigidModels/Buildings/dock_end_left/dock_end_left_piece01_destruct01.rigid_model_v2	1_1	dock_end_left_piece01_destruct01
2146873276	/RigidModels/Buildings/modular_temple_roof_massive_middle/modular_temple_roof_massive_middle_piece01_destruct01.rigid_model_v2	1_1	modular_temple_roof_massive_middle_piece01_destruct01
2146873283	/RigidModels/Buildings/modular_temple_wall_long_16m/modular_temple_wall_long_16m_piece01_destruct01.rigid_model_v2	1_1	modular_temple_wall_long_16m_piece01_destruct01
2146873286	/RigidModels/Buildings/modular_temple_roof_corner/modular_temple_roof_corner_piece01_destruct01.rigid_model_v2	1_1	modular_temple_roof_corner_piece01_destruct01
2146873298	/RigidModels/Buildings/modular_terrace_steps_bannister_right/modular_terrace_steps_bannister_right_piece01_destruct01.rigid_model_v2	1_1	modular_terrace_steps_bannister_right_piece01_destruct01
2146873307	/RigidModels/Buildings/dock_amphoras/dock_amphoras_piece01_destruct01.rigid_model_v2	1_1	dock_amphoras_piece01_destruct01
2146873308	/RigidModels/Buildings/modular_temple_floor_4x4m/modular_temple_floor_4x4m_piece01_destruct01.rigid_model_v2	1_1	modular_temple_floor_4x4m_piece01_destruct01
2146873310	/RigidModels/Buildings/modular_temple_stairs_enterance/modular_temple_stairs_enterance_piece01_destruct01.rigid_model_v2	1_1	modular_temple_stairs_enterance_piece01_destruct01
2146873312	/RigidModels/Buildings/crane_cinematics/crane_cinematics_piece01_destruct01.rigid_model_v2	1_1	crane_cinematics_piece01_destruct01
2146873316	/RigidModels/Buildings/modular_temple_floor_2x2m/modular_temple_floor_2x2m_piece01_destruct01.rigid_model_v2	1_1	modular_temple_floor_2x2m_piece01_destruct01
2146873324	/RigidModels/Buildings/modular_temple_roof_end/modular_temple_roof_end_piece01_destruct01.rigid_model_v2	1_1	modular_temple_roof_end_piece01_destruct01
2146873330	/RigidModels/Buildings/test_wall15_destruct_bridging_crenel/test_wall15_destruct_bridging_crenel_piece01_destruct01.rigid_model_v2	1_1	test_wall15_destruct_bridging_crenel_piece01_destruct01
2146873333	/RigidModels/Buildings/modular_temple_square_pillar/modular_temple_square_pillar_piece01_destruct01.rigid_model_v2	1_1	modular_temple_square_pillar_piece01_destruct01
2146873340	RigidModels\Buildings\flag_capturepoint\flag_capturepoint_piece01_destruct01.rigid_model_v2	1_1	flag_capturepoint_piece01_destruct01
2146873346	UI/3DUI/models/default//army_banner_flag_general.rigid_model_v2	1_1	army_banner_flag_general
2146873347	UI/3DUI/models/default//army_banner_flag_heavy.rigid_model_v2	1_1	army_banner_flag_heavy
2146873349	UI/3DUI/models/default//army_banner_flag_light.rigid_model_v2	1_1	army_banner_flag_light
2146873351	UI/3DUI/models/default//army_banner_flag_medium.rigid_model_v2	1_1	army_banner_flag_medium
2146873357	UI/3DUI/models/default//army_banner_flagpole.rigid_model_v2	1_1	army_banner_flagpole
2146873360	UI/3DUI/models/default//army_banner_flagpole_crossbar.rigid_model_v2	1_1	army_banner_flagpole_crossbar
2146873368	UI/3DUI/models/default//army_banner_general_straps.rigid_model_v2	1_1	army_banner_general_straps
2146873377	UI/3DUI/models/default//army_banner_group_fill.rigid_model_v2	1_1	army_banner_group_fill
2146873379	UI/3DUI/models/default//army_banner_group_frame.rigid_model_v2	1_1	army_banner_group_frame
2146873388	UI/3DUI/models/default//army_banner_morale_fill.rigid_model_v2	1_1	army_banner_morale_fill
2146873398	UI/3DUI/models/default//army_banner_morale_frame.rigid_model_v2	1_1	army_banner_morale_frame
2146873402	UI/3DUI/models/default//army_banner_standard_top_generic.rigid_model_v2	1_1	army_banner_standard_top_generic
2146873406	UI/3DUI/models/default//army_banner_xp_fill.rigid_model_v2	1_1	army_banner_xp_fill
2146873409	UI/3DUI/models/default//army_banner_xp_frame.rigid_model_v2	1_1	army_banner_xp_frame
2146874124	/RigidModels/Buildings/greek_apartment_building01b/greek_apartment_building01b_piece01_destruct01.rigid_model_v2	1_1	greek_apartment_building01b_piece01_destruct01
2146874126	/RigidModels/Buildings/greek_fort_tower_b_corner_with_extension/greek_fort_tower_b_corner_with_extension_piece01_destruct01.rigid_model_v2	1_1	greek_fort_tower_b_corner_with_extension_piece01_destruct01
2146874133	/RigidModels/Buildings/greek_agora_small_building01/greek_agora_small_building01_piece01_destruct01.rigid_model_v2	1_1	greek_agora_small_building01_piece01_destruct01
2146874138	/RigidModels/Buildings/dock_fishing_shed_1/dock_fishing_shed_1_piece01_destruct01.rigid_model_v2	1_1	dock_fishing_shed_1_piece01_destruct01
2146874145	/RigidModels/Buildings/greek_fort_internal_corner/greek_fort_internal_corner_piece01_destruct01.rigid_model_v2	1_1	greek_fort_internal_corner_piece01_destruct01
2146874154	/RigidModels/Buildings/greek_apartment_balcony01/greek_apartment_balcony01_piece01_destruct01.rigid_model_v2	1_1	greek_apartment_balcony01_piece01_destruct01
2146874163	/RigidModels/Buildings/greek_fort_straight_with_doors_a_temp/greek_fort_straight_with_doors_a_temp_piece01_destruct01.rigid_model_v2	1_1	greek_fort_straight_with_doors_a_temp_piece01_destruct01
2146874173	/RigidModels/Buildings/greek_fort_straight_with_doors_a_temp/greek_fort_straight_with_doors_a_temp_piece01_destruct02.rigid_model_v2	1_1	greek_fort_straight_with_doors_a_temp_piece01_destruct02
2146874177	/RigidModels/Buildings/greek_fort_straight_with_doors_a_temp/greek_fort_straight_with_doors_a_temp_piece01_destruct03.rigid_model_v2	1_1	greek_fort_straight_with_doors_a_temp_piece01_destruct03
2146874198	/RigidModels/Buildings/dock_fishing_shed_2/dock_fishing_shed_2_piece01_destruct01.rigid_model_v2	1_1	dock_fishing_shed_2_piece01_destruct01
2146874206	/RigidModels/Buildings/scaffolding_tall_01/scaffolding_tall_01_piece01_destruct01.rigid_model_v2	1_1	scaffolding_tall_01_piece01_destruct01
2146874220	/RigidModels/Buildings/dock_fishing_shed_3/dock_fishing_shed_3_piece01_destruct01.rigid_model_v2	1_1	dock_fishing_shed_3_piece01_destruct01
2146874222	/RigidModels/Buildings/greek_fort_internal_grid_to_angled_joiner/greek_fort_internal_grid_to_angled_joiner_piece01_destruct01.rigid_model_v2	1_1	greek_fort_internal_grid_to_angled_joiner_piece01_destruct01
2146874255	/RigidModels/Buildings/greek_fort_straight_with_doors_a/greek_fort_straight_with_doors_a_piece01_destruct01.rigid_model_v2	1_1	greek_fort_straight_with_doors_a_piece01_destruct01
2146874265	/RigidModels/Buildings/greek_fort_straight_with_doors_a/greek_fort_straight_with_doors_a_piece01_destruct02.rigid_model_v2	1_1	greek_fort_straight_with_doors_a_piece01_destruct02
2146874269	/RigidModels/Buildings/greek_fort_straight_with_doors_a/greek_fort_straight_with_doors_a_piece01_destruct03.rigid_model_v2	1_1	greek_fort_straight_with_doors_a_piece01_destruct03
2146874305	/RigidModels/Buildings/greek_fort_gateway_e_temp/greek_fort_gateway_e_temp_piece01_destruct01.rigid_model_v2	1_1	greek_fort_gateway_e_temp_piece01_destruct01
2146874313	/RigidModels/Buildings/greek_fort_gateway_e_temp/greek_fort_gateway_e_temp_piece01_destruct02.rigid_model_v2	1_1	greek_fort_gateway_e_temp_piece01_destruct02
2146874320	/RigidModels/Buildings/greek_fort_gateway_e_temp/greek_fort_gateway_e_temp_piece02_destruct01.rigid_model_v2	1_1	greek_fort_gateway_e_temp_piece02_destruct01
2146874322	/RigidModels/Buildings/greek_fort_gateway_e_temp/greek_fort_gateway_e_temp_piece02_destruct02.rigid_model_v2	1_1	greek_fort_gateway_e_temp_piece02_destruct02
2146874356	/RigidModels/Buildings/siege_barricade_straight/siege_barricade_straight_piece01_destruct01.rigid_model_v2	1_1	siege_barricade_straight_piece01_destruct01
2146874363	/RigidModels/Buildings/siege_barricade_convex/siege_barricade_convex_piece01_destruct01.rigid_model_v2	1_1	siege_barricade_convex_piece01_destruct01
2146874440	/RigidModels/Buildings/greek_fort_straight_temp/greek_fort_straight_temp_piece01_destruct01.rigid_model_v2	1_1	greek_fort_straight_temp_piece01_destruct01
2146874445	/RigidModels/Buildings/greek_fort_straight_temp/greek_fort_straight_temp_piece01_destruct02.rigid_model_v2	1_1	greek_fort_straight_temp_piece01_destruct02
2146874455	/RigidModels/Buildings/greek_fort_straight_temp/greek_fort_straight_temp_piece01_destruct03.rigid_model_v2	1_1	greek_fort_straight_temp_piece01_destruct03
2146874476	/RigidModels/Buildings/greek_fort_internal_angled_to_grid_joiner/greek_fort_internal_angled_to_grid_joiner_piece01_destruct01.rigid_model_v2	1_1	greek_fort_internal_angled_to_grid_joiner_piece01_destruct01
2146874493	/RigidModels/Buildings/greek_fort_external_corner/greek_fort_external_corner_piece01_destruct01.rigid_model_v2	1_1	greek_fort_external_corner_piece01_destruct01
2146874582	/RigidModels/Buildings/greek_agora_main_hall_big/greek_agora_main_hall_big_piece01_destruct01.rigid_model_v2	1_1	greek_agora_main_hall_big_piece01_destruct01
2146874588	/RigidModels/Buildings/greek_small_domestic_3/greek_small_domestic_3_piece01_destruct01.rigid_model_v2	1_1	greek_small_domestic_3_piece01_destruct01
2146874594	/RigidModels/Buildings/greek_apartment_building01/greek_apartment_building01_piece01_destruct01.rigid_model_v2	1_1	greek_apartment_building01_piece01_destruct01
2146874602	/RigidModels/Buildings/dock_fishing_shed_platform_1/dock_fishing_shed_platform_1_piece01_destruct01.rigid_model_v2	1_1	dock_fishing_shed_platform_1_piece01_destruct01
2146874603	/RigidModels/Buildings/greek_small_domestic_4/greek_small_domestic_4_piece01_destruct01.rigid_model_v2	1_1	greek_small_domestic_4_piece01_destruct01
2146874606	/RigidModels/Buildings/greek_apartment_building02/greek_apartment_building02_piece01_destruct01.rigid_model_v2	1_1	greek_apartment_building02_piece01_destruct01
2146874611	/RigidModels/Buildings/greek_small_domestic_5/greek_small_domestic_5_piece01_destruct01.rigid_model_v2	1_1	greek_small_domestic_5_piece01_destruct01
2146874616	/RigidModels/Buildings/greek_apartment_balcony02a/greek_apartment_balcony02a_piece01_destruct01.rigid_model_v2	1_1	greek_apartment_balcony02a_piece01_destruct01
2146874619	/RigidModels/Buildings/greek_small_domestic_6/greek_small_domestic_6_piece01_destruct01.rigid_model_v2	1_1	greek_small_domestic_6_piece01_destruct01
2146874633	/RigidModels/Buildings/greek_small_domestic_7/greek_small_domestic_7_piece01_destruct01.rigid_model_v2	1_1	greek_small_domestic_7_piece01_destruct01
2146874636	/RigidModels/Buildings/siege_barricade_simplewall/siege_barricade_simplewall_piece01_destruct01.rigid_model_v2	1_1	siege_barricade_simplewall_piece01_destruct01
2146874640	/RigidModels/Buildings/greek_small_domestic_8/greek_small_domestic_8_piece01_destruct01.rigid_model_v2	1_1	greek_small_domestic_8_piece01_destruct01
2146874656	/RigidModels/Buildings/greek_fort_straight_stepped_down_10m_square_bastion_a/greek_fort_straight_stepped_down_10m_square_bastion_a_piece01_destruct01.rigid_model_v2	1_1	greek_fort_straight_stepped_down_10m_square_bastion_a_piece01_destruct01
2146874658	/RigidModels/Buildings/greek_small_domestic_9/greek_small_domestic_9_piece01_destruct01.rigid_model_v2	1_1	greek_small_domestic_9_piece01_destruct01
2146874666	/RigidModels/Buildings/boulder_a/boulder_a_piece01_destruct01.rigid_model_v2	1_1	boulder_a_piece01_destruct01
2146874667	/RigidModels/Buildings/greek_apartment_build_over01/greek_apartment_build_over01_piece01_destruct01.rigid_model_v2	1_1	greek_apartment_build_over01_piece01_destruct01
2146874677	/RigidModels/Buildings/greek_apartment_balcony02b/greek_apartment_balcony02b_piece01_destruct01.rigid_model_v2	1_1	greek_apartment_balcony02b_piece01_destruct01
2146874679	/RigidModels/Buildings/siege_barricade_stakes/siege_barricade_stakes_piece01_destruct01.rigid_model_v2	1_1	siege_barricade_stakes_piece01_destruct01
2146874684	/RigidModels/Buildings/siege_barricade_concav/siege_barricade_concav_piece01_destruct01.rigid_model_v2	1_1	siege_barricade_concav_piece01_destruct01
2146874688	/RigidModels/Buildings/dock_warehouse_1/dock_warehouse_1_piece01_destruct01.rigid_model_v2	1_1	dock_warehouse_1_piece01_destruct01
2146874707	/RigidModels/Buildings/greek_apartment_balcony02c/greek_apartment_balcony02c_piece01_destruct01.rigid_model_v2	1_1	greek_apartment_balcony02c_piece01_destruct01
2146874715	/RigidModels/Buildings/greek_fort_straight_stepped_up_10m_square_bastion_a/greek_fort_straight_stepped_up_10m_square_bastion_a_piece01_destruct01.rigid_model_v2	1_1	greek_fort_straight_stepped_up_10m_square_bastion_a_piece01_destruct01
2146874717	/RigidModels/Buildings/dock_warehouse_2/dock_warehouse_2_piece01_destruct01.rigid_model_v2	1_1	dock_warehouse_2_piece01_destruct01
2146874724	/RigidModels/Buildings/siege_barricade_stairs/siege_barricade_stairs_piece01_destruct01.rigid_model_v2	1_1	siege_barricade_stairs_piece01_destruct01
2146874744	/RigidModels/Buildings/dock_fishing_shed_platform_2/dock_fishing_shed_platform_2_piece01_destruct01.rigid_model_v2	1_1	dock_fishing_shed_platform_2_piece01_destruct01
2146874751	/RigidModels/Buildings/greek_apartment_building02-2/greek_apartment_building02-2_piece01_destruct01.rigid_model_v2	1_1	greek_apartment_building02-2_piece01_destruct01
2146874760	/RigidModels/Buildings/greek_agora_main_hall/greek_agora_main_hall_piece01_destruct01.rigid_model_v2	1_1	greek_agora_main_hall_piece01_destruct01
2146874771	/RigidModels/Buildings/greek_fort_external_grid_to_angled_joiner/greek_fort_external_grid_to_angled_joiner_piece01_destruct01.rigid_model_v2	1_1	greek_fort_external_grid_to_angled_joiner_piece01_destruct01
2146874776	UI/3DUI/models/default//capture_point_icon.rigid_model_v2	1_1	capture_point_icon
2146875852	/RigidModels/Buildings/greek_statue_broken/greek_statue_broken_piece01_destruct01.rigid_model_v2	1_1	greek_statue_broken_piece01_destruct01
2146875879	/RigidModels/Buildings/greek_apartment_balcony03/greek_apartment_balcony03_piece01_destruct01.rigid_model_v2	1_1	greek_apartment_balcony03_piece01_destruct01
2146875897	/RigidModels/Buildings/greek_statue_augustus/greek_statue_augustus_piece01_destruct01.rigid_model_v2	1_1	greek_statue_augustus_piece01_destruct01
2146875899	/RigidModels/Buildings/greek_small_domestic_1/greek_small_domestic_1_piece01_destruct01.rigid_model_v2	1_1	greek_small_domestic_1_piece01_destruct01
2146875908	/RigidModels/Buildings/greek_small_domestic_1/greek_small_domestic_1_piece01_destruct02.rigid_model_v2	1_1	greek_small_domestic_1_piece01_destruct02
2146875915	/RigidModels/Buildings/greek_small_domestic_1/greek_small_domestic_1_piece01_destruct03.rigid_model_v2	1_1	greek_small_domestic_1_piece01_destruct03
2146875924	/RigidModels/Buildings/carthage_cothon_ring_v6/carthage_cothon_ring_v6_piece01_destruct01.rigid_model_v2	1_1	carthage_cothon_ring_v6_piece01_destruct01
2146875931	/RigidModels/Buildings/greek_small_domestic_2/greek_small_domestic_2_piece01_destruct01.rigid_model_v2	1_1	greek_small_domestic_2_piece01_destruct01
2146875932	/RigidModels/Buildings/greek_small_domestic_2/greek_small_domestic_2_piece01_destruct02.rigid_model_v2	1_1	greek_small_domestic_2_piece01_destruct02
2146875941	/RigidModels/Buildings/greek_small_domestic_2/greek_small_domestic_2_piece01_destruct03.rigid_model_v2	1_1	greek_small_domestic_2_piece01_destruct03
2146875962	/RigidModels/Buildings/greek_statue_broken_empty/greek_statue_broken_empty_piece01_destruct01.rigid_model_v2	1_1	greek_statue_broken_empty_piece01_destruct01
2146875965	/RigidModels/Buildings/greek_apartment_building03/greek_apartment_building03_piece01_destruct01.rigid_model_v2	1_1	greek_apartment_building03_piece01_destruct01
2146875974	/RigidModels/Buildings/greek_fort_straight/greek_fort_straight_piece01_destruct01.rigid_model_v2	1_1	greek_fort_straight_piece01_destruct01
2146875977	/RigidModels/Buildings/greek_fort_straight/greek_fort_straight_piece01_destruct02.rigid_model_v2	1_1	greek_fort_straight_piece01_destruct02
2146875986	/RigidModels/Buildings/greek_fort_straight/greek_fort_straight_piece01_destruct03.rigid_model_v2	1_1	greek_fort_straight_piece01_destruct03
2146875995	VariantMeshes/_VariantModels/man/weapons/roman_pilum.rigid_model_v2	0	projectile_pilum
2146875996	VariantMeshes/_VariantModels/man/weapons/javelin.rigid_model_v2	0	projectile_javelin
2146876881	/RigidModels/Buildings/greek_large_statue_broken_empty/greek_large_statue_broken_empty_piece01_destruct01.rigid_model_v2	1_1	greek_large_statue_broken_empty_piece01_destruct01
