uniform_name	filename	battle_filename	campaign_porthole_filename	audio_armour_type	audio_weapon_type	audio_shield_type	campaign_politician_filename
dk_saba_general_08	dk_saba_general_08_campaign	dk_saba_general_08	dk_saba_general_08_campaign	chainmail	sword	wood	dk_saba_general_08_statesman
dk_saba_general_09	dk_saba_general_09_campaign	dk_saba_general_09	dk_saba_general_09_campaign	chainmail	sword	wood	dk_saba_general_09_statesman
dk_saba_general_10	dk_saba_general_10_campaign	dk_saba_general_10	dk_saba_general_10_campaign	chainmail	sword	wood	dk_saba_general_10_statesman
inv_advisor_livy	inv_advisor_livy	inv_advisor_livy	inv_advisor_livy	bronze	sword	wood	inv_advisor_livy
inv_car_general_1	inv_car_general_1_campaign	inv_car_general_1_battle	inv_car_general_1_campaign	bronze	sword	wood	inv_car_general_1_politician
inv_car_general_10	inv_car_general_10_campaign	inv_car_general_10_battle	inv_car_general_10_campaign	bronze	sword	wood	inv_car_general_10_politician
inv_car_general_2	inv_car_general_2_campaign	inv_car_general_2_battle	inv_car_general_2_campaign	bronze	sword	wood	inv_car_general_2_politician
inv_car_general_3	inv_car_general_3_campaign	inv_car_general_3_battle	inv_car_general_3_campaign	bronze	sword	wood	inv_car_general_3_politician
inv_car_general_4	inv_car_general_4_campaign	inv_car_general_4_battle	inv_car_general_4_campaign	bronze	sword	wood	inv_car_general_4_politician
inv_car_general_5	inv_car_general_5_campaign	inv_car_general_5_battle	inv_car_general_5_campaign	bronze	sword	wood	inv_car_general_5_politician
inv_car_general_6	inv_car_general_6_campaign	inv_car_general_6_battle	inv_car_general_6_campaign	bronze	sword	wood	inv_car_general_6_politician
inv_car_general_7	inv_car_general_7_campaign	inv_car_general_7_battle	inv_car_general_7_campaign	bronze	sword	wood	inv_car_general_7_politician
inv_car_general_8	inv_car_general_8_campaign	inv_car_general_8_battle	inv_car_general_8_campaign	bronze	sword	wood	inv_car_general_8_politician
inv_car_general_9	inv_car_general_9_campaign	inv_car_general_9_battle	inv_car_general_9_campaign	bronze	sword	wood	inv_car_general_9_politician
inv_epaminondas	inv_epaminondas_campaign	inv_epaminondas_battle	inv_epaminondas_campaign	bronze	sword	wood	inv_epaminondas_politician
inv_etr_champion_1	inv_etr_champion_1_campaign	inv_etr_champion_1_campaign	inv_etr_champion_1_portrait	leather	sword	wood	inv_etr_champion_1_portrait
inv_etr_champion_10	inv_etr_champion_1_campaign	inv_etr_champion_1_campaign	inv_etr_champion_10_portrait	leather	sword	wood	inv_etr_champion_10_portrait
inv_etr_champion_2	inv_etr_champion_1_campaign	inv_etr_champion_1_campaign	inv_etr_champion_2_portrait	leather	sword	wood	inv_etr_champion_2_portrait
inv_etr_champion_3	inv_etr_champion_1_campaign	inv_etr_champion_1_campaign	inv_etr_champion_3_portrait	leather	sword	wood	inv_etr_champion_3_portrait
inv_etr_champion_4	inv_etr_champion_1_campaign	inv_etr_champion_1_campaign	inv_etr_champion_4_portrait	leather	sword	wood	inv_etr_champion_4_portrait
inv_etr_champion_5	inv_etr_champion_1_campaign	inv_etr_champion_1_campaign	inv_etr_champion_5_portrait	leather	sword	wood	inv_etr_champion_5_portrait
inv_etr_champion_6	inv_etr_champion_1_campaign	inv_etr_champion_1_campaign	inv_etr_champion_6_portrait	leather	sword	wood	inv_etr_champion_6_portrait
inv_etr_champion_7	inv_etr_champion_1_campaign	inv_etr_champion_1_campaign	inv_etr_champion_7_portrait	leather	sword	wood	inv_etr_champion_7_portrait
inv_etr_champion_8	inv_etr_champion_1_campaign	inv_etr_champion_1_campaign	inv_etr_champion_8_portrait	leather	sword	wood	inv_etr_champion_8_portrait
inv_etr_champion_9	inv_etr_champion_1_campaign	inv_etr_champion_1_campaign	inv_etr_champion_9_portrait	leather	sword	wood	inv_etr_champion_9_portrait
inv_etr_general_1	inv_etr_general_1_campaign	inv_etr_general_1_battle	inv_etr_general_1_campaign	bronze	sword	wood	inv_etr_general_1_politician
inv_etr_general_10	inv_etr_general_10_campaign	inv_etr_general_10_battle	inv_etr_general_10_campaign	bronze	sword	wood	inv_etr_general_10_politician
inv_etr_general_11	inv_etr_general_11_campaign	inv_etr_general_11_battle	inv_etr_general_11_campaign	bronze	sword	wood	inv_etr_general_11_politician
inv_etr_general_12	inv_etr_general_12_campaign	inv_etr_general_12_battle	inv_etr_general_12_campaign	bronze	sword	wood	inv_etr_general_12_politician
inv_etr_general_13	inv_etr_general_13_campaign	inv_etr_general_13_battle	inv_etr_general_13_campaign	bronze	sword	wood	inv_etr_general_13_politician
inv_etr_general_14	inv_etr_general_14_campaign	inv_etr_general_14_battle	inv_etr_general_14_campaign	bronze	sword	wood	inv_etr_general_14_politician
inv_etr_general_15	inv_etr_general_15_campaign	inv_etr_general_15_battle	inv_etr_general_15_campaign	bronze	sword	wood	inv_etr_general_15_politician
inv_etr_general_16	inv_etr_general_16_campaign	inv_etr_general_16_battle	inv_etr_general_16_campaign	bronze	sword	wood	inv_etr_general_16_politician
inv_etr_general_17	inv_etr_general_17_campaign	inv_etr_general_17_battle	inv_etr_general_17_campaign	bronze	sword	wood	inv_etr_general_17_politician
inv_etr_general_18	inv_etr_general_18_campaign	inv_etr_general_18_battle	inv_etr_general_18_campaign	bronze	sword	wood	inv_etr_general_18_politician
inv_etr_general_19	inv_etr_general_19_campaign	inv_etr_general_19_battle	inv_etr_general_19_campaign	bronze	sword	wood	inv_etr_general_19_politician
inv_etr_general_2	inv_etr_general_2_campaign	inv_etr_general_2_battle	inv_etr_general_2_campaign	bronze	sword	wood	inv_etr_general_2_politician
inv_etr_general_20	inv_etr_general_20_campaign	inv_etr_general_20_battle	inv_etr_general_20_campaign	bronze	sword	wood	inv_etr_general_20_politician
inv_etr_general_3	inv_etr_general_3_campaign	inv_etr_general_3_battle	inv_etr_general_3_campaign	bronze	sword	wood	inv_etr_general_3_politician
inv_etr_general_4	inv_etr_general_4_campaign	inv_etr_general_4_battle	inv_etr_general_4_campaign	bronze	sword	wood	inv_etr_general_4_politician
inv_etr_general_5	inv_etr_general_5_campaign	inv_etr_general_5_battle	inv_etr_general_5_campaign	bronze	sword	wood	inv_etr_general_5_politician
inv_etr_general_6	inv_etr_general_6_campaign	inv_etr_general_6_battle	inv_etr_general_6_campaign	bronze	sword	wood	inv_etr_general_6_politician
inv_etr_general_7	inv_etr_general_7_campaign	inv_etr_general_7_battle	inv_etr_general_7_campaign	bronze	sword	wood	inv_etr_general_7_politician
inv_etr_general_8	inv_etr_general_8_campaign	inv_etr_general_8_battle	inv_etr_general_8_campaign	bronze	sword	wood	inv_etr_general_8_politician
inv_etr_general_9	inv_etr_general_9_campaign	inv_etr_general_9_battle	inv_etr_general_9_campaign	bronze	sword	wood	inv_etr_general_9_politician
inv_etr_spy_1	Agent_spy_male_parthian		inv_etr_spy_portrait_1	cloth	sword	body	
inv_etr_spy_2	Agent_spy_male_parthian		inv_etr_spy_portrait_2	cloth	sword	body	
inv_etr_spy_3	Agent_spy_male_parthian		inv_etr_spy_portrait_3	cloth	sword	body	
inv_etr_spy_4	Agent_spy_male_parthian		inv_etr_spy_portrait_4	cloth	sword	body	
inv_etr_spy_5	Agent_spy_male_parthian		inv_etr_spy_portrait_5	cloth	sword	body	
inv_gre_general_1	inv_gre_general_1_campaign	inv_gre_general_1_battle	inv_gre_general_1_campaign	bronze	sword	wood	inv_gre_general_1_politician
inv_gre_general_10	inv_gre_general_10_campaign	inv_gre_general_10_battle	inv_gre_general_10_campaign	bronze	sword	wood	inv_gre_general_10_politician
inv_gre_general_11	inv_gre_general_11_campaign	inv_gre_general_11_battle	inv_gre_general_11_campaign	bronze	sword	wood	inv_gre_general_11_politician
inv_gre_general_12	inv_gre_general_12_campaign	inv_gre_general_12_battle	inv_gre_general_12_campaign	bronze	sword	wood	inv_gre_general_12_politician
inv_gre_general_13	inv_gre_general_13_campaign	inv_gre_general_13_battle	inv_gre_general_13_campaign	bronze	sword	wood	inv_gre_general_13_politician
inv_gre_general_14	inv_gre_general_14_campaign	inv_gre_general_14_battle	inv_gre_general_14_campaign	bronze	sword	wood	inv_gre_general_14_politician
inv_gre_general_15	inv_gre_general_15_campaign	inv_gre_general_15_battle	inv_gre_general_15_campaign	bronze	sword	wood	inv_gre_general_15_politician
inv_gre_general_16	inv_gre_general_16_campaign	inv_gre_general_16_battle	inv_gre_general_16_campaign	bronze	sword	wood	inv_gre_general_16_politician
inv_gre_general_17	inv_gre_general_17_campaign	inv_gre_general_17_battle	inv_gre_general_17_campaign	bronze	sword	wood	inv_gre_general_17_politician
inv_gre_general_18	inv_gre_general_18_campaign	inv_gre_general_18_battle	inv_gre_general_18_campaign	bronze	sword	wood	inv_gre_general_18_politician
inv_gre_general_19	inv_gre_general_19_campaign	inv_gre_general_19_battle	inv_gre_general_19_campaign	bronze	sword	wood	inv_gre_general_19_politician
inv_gre_general_2	inv_gre_general_2_campaign	inv_gre_general_2_battle	inv_gre_general_2_campaign	bronze	sword	wood	inv_gre_general_2_politician
inv_gre_general_20	inv_gre_general_20_campaign	inv_gre_general_20_battle	inv_gre_general_20_campaign	bronze	sword	wood	inv_gre_general_20_politician
inv_gre_general_3	inv_gre_general_3_campaign	inv_gre_general_3_battle	inv_gre_general_3_campaign	bronze	sword	wood	inv_gre_general_3_politician
inv_gre_general_4	inv_gre_general_4_campaign	inv_gre_general_4_battle	inv_gre_general_4_campaign	bronze	sword	wood	inv_gre_general_4_politician
inv_gre_general_5	inv_gre_general_5_campaign	inv_gre_general_5_battle	inv_gre_general_5_campaign	bronze	sword	wood	inv_gre_general_5_politician
inv_gre_general_6	inv_gre_general_6_campaign	inv_gre_general_6_battle	inv_gre_general_6_campaign	bronze	sword	wood	inv_gre_general_6_politician
inv_gre_general_7	inv_gre_general_7_campaign	inv_gre_general_7_battle	inv_gre_general_7_campaign	bronze	sword	wood	inv_gre_general_7_politician
inv_gre_general_8	inv_gre_general_8_campaign	inv_gre_general_8_battle	inv_gre_general_8_campaign	bronze	sword	wood	inv_gre_general_8_politician
inv_gre_general_9	inv_gre_general_9_campaign	inv_gre_general_9_battle	inv_gre_general_9_campaign	bronze	sword	wood	inv_gre_general_9_politician
inv_iap_general_1	inv_iap_general_1_campaign	inv_iap_general_1_battle	inv_iap_general_1_campaign	bronze	sword	wood	inv_iap_general_1_politician
inv_iap_general_10	inv_iap_general_10_campaign	inv_iap_general_10_battle	inv_iap_general_10_campaign	bronze	sword	wood	inv_iap_general_10_politician
inv_iap_general_2	inv_iap_general_2_campaign	inv_iap_general_2_battle	inv_iap_general_2_campaign	bronze	sword	wood	inv_iap_general_2_politician
inv_iap_general_3	inv_iap_general_3_campaign	inv_iap_general_3_battle	inv_iap_general_3_campaign	bronze	sword	wood	inv_iap_general_3_politician
inv_iap_general_4	inv_iap_general_4_campaign	inv_iap_general_4_battle	inv_iap_general_4_campaign	bronze	sword	wood	inv_iap_general_4_politician
inv_iap_general_5	inv_iap_general_5_campaign	inv_iap_general_5_battle	inv_iap_general_5_campaign	bronze	sword	wood	inv_iap_general_5_politician
inv_iap_general_6	inv_iap_general_6_campaign	inv_iap_general_6_battle	inv_iap_general_6_campaign	bronze	sword	wood	inv_iap_general_6_politician
inv_iap_general_7	inv_iap_general_7_campaign	inv_iap_general_7_battle	inv_iap_general_7_campaign	bronze	sword	wood	inv_iap_general_7_politician
inv_iap_general_8	inv_iap_general_8_campaign	inv_iap_general_8_battle	inv_iap_general_8_campaign	bronze	sword	wood	inv_iap_general_8_politician
inv_iap_general_9	inv_iap_general_9_campaign	inv_iap_general_9_battle	inv_iap_general_9_campaign	bronze	sword	wood	inv_iap_general_9_politician
inv_iol_champion_1	inv_iol_champion	inv_iol_champion	inv_iol_champion_1_portrait	leather	club	wood	inv_iol_champion_1_portrait
inv_iol_champion_2	inv_iol_champion	inv_iol_champion	inv_iol_champion_2_portrait	leather	club	wood	inv_iol_champion_2_portrait
inv_iol_champion_3	inv_iol_champion	inv_iol_champion	inv_iol_champion_3_portrait	leather	club	wood	inv_iol_champion_3_portrait
inv_iol_champion_4	inv_iol_champion	inv_iol_champion	inv_iol_champion_4_portrait	leather	club	wood	inv_iol_champion_4_portrait
inv_iol_champion_5	inv_iol_champion	inv_iol_champion	inv_iol_champion_5_portrait	leather	club	wood	inv_iol_champion_5_portrait
inv_iol_general_1	inv_iol_general_1_campaign	inv_iol_general_1_battle	inv_iol_general_1_campaign	bronze	sword	wood	inv_iol_general_1_politician
inv_iol_general_10	inv_iol_general_10_campaign	inv_iol_general_10_battle	inv_iol_general_10_campaign	bronze	sword	wood	inv_iol_general_10_politician
inv_iol_general_11	inv_iol_general_11_campaign	inv_iol_general_11_battle	inv_iol_general_11_campaign	bronze	sword	wood	inv_iol_general_11_politician
inv_iol_general_12	inv_iol_general_12_campaign	inv_iol_general_12_battle	inv_iol_general_12_campaign	bronze	sword	wood	inv_iol_general_12_politician
inv_iol_general_13	inv_iol_general_13_campaign	inv_iol_general_13_battle	inv_iol_general_13_campaign	bronze	sword	wood	inv_iol_general_13_politician
inv_iol_general_14	inv_iol_general_14_campaign	inv_iol_general_14_battle	inv_iol_general_14_campaign	bronze	sword	wood	inv_iol_general_14_politician
inv_iol_general_15	inv_iol_general_15_campaign	inv_iol_general_15_battle	inv_iol_general_15_campaign	bronze	sword	wood	inv_iol_general_15_politician
inv_iol_general_16	inv_iol_general_16_campaign	inv_iol_general_16_battle	inv_iol_general_16_campaign	bronze	sword	wood	inv_iol_general_16_politician
inv_iol_general_17	inv_iol_general_17_campaign	inv_iol_general_17_battle	inv_iol_general_17_campaign	bronze	sword	wood	inv_iol_general_17_politician
inv_iol_general_18	inv_iol_general_18_campaign	inv_iol_general_18_battle	inv_iol_general_18_campaign	bronze	sword	wood	inv_iol_general_18_politician
inv_iol_general_19	inv_iol_general_19_campaign	inv_iol_general_19_battle	inv_iol_general_19_campaign	bronze	sword	wood	inv_iol_general_19_politician
inv_iol_general_2	inv_iol_general_2_campaign	inv_iol_general_2_battle	inv_iol_general_2_campaign	bronze	sword	wood	inv_iol_general_2_politician
inv_iol_general_20	inv_iol_general_20_campaign	inv_iol_general_20_battle	inv_iol_general_20_campaign	bronze	sword	wood	inv_iol_general_20_politician
inv_iol_general_3	inv_iol_general_3_campaign	inv_iol_general_3_battle	inv_iol_general_3_campaign	bronze	sword	wood	inv_iol_general_3_politician
inv_iol_general_4	inv_iol_general_4_campaign	inv_iol_general_4_battle	inv_iol_general_4_campaign	bronze	sword	wood	inv_iol_general_4_politician
inv_iol_general_5	inv_iol_general_5_campaign	inv_iol_general_5_battle	inv_iol_general_5_campaign	bronze	sword	wood	inv_iol_general_5_politician
inv_iol_general_6	inv_iol_general_6_campaign	inv_iol_general_6_battle	inv_iol_general_6_campaign	bronze	sword	wood	inv_iol_general_6_politician
inv_iol_general_7	inv_iol_general_7_campaign	inv_iol_general_7_battle	inv_iol_general_7_campaign	bronze	sword	wood	inv_iol_general_7_politician
inv_iol_general_8	inv_iol_general_8_campaign	inv_iol_general_8_battle	inv_iol_general_8_campaign	bronze	sword	wood	inv_iol_general_8_politician
inv_iol_general_9	inv_iol_general_9_campaign	inv_iol_general_9_battle	inv_iol_general_9_campaign	bronze	sword	wood	inv_iol_general_9_politician
inv_iphicrades	inv_iphicrades_campaign	inv_iphicrades_battle	inv_iphicrades_campaign	bronze	sword	wood	inv_iphicrades_politician
inv_ita_general_1	inv_ita_general_1_campaign	inv_ita_general_1_battle	inv_ita_general_1_campaign	bronze	sword	wood	inv_ita_general_1_politician
inv_ita_general_10	inv_ita_general_10_campaign	inv_ita_general_10_battle	inv_ita_general_10_campaign	bronze	sword	wood	inv_ita_general_10_politician
inv_ita_general_2	inv_ita_general_2_campaign	inv_ita_general_2_battle	inv_ita_general_2_campaign	bronze	sword	wood	inv_ita_general_2_politician
inv_ita_general_3	inv_ita_general_3_campaign	inv_ita_general_3_battle	inv_ita_general_3_campaign	bronze	sword	wood	inv_ita_general_3_politician
inv_ita_general_4	inv_ita_general_4_campaign	inv_ita_general_4_battle	inv_ita_general_4_campaign	bronze	sword	wood	inv_ita_general_4_politician
inv_ita_general_5	inv_ita_general_5_campaign	inv_ita_general_5_battle	inv_ita_general_5_campaign	bronze	sword	wood	inv_ita_general_5_politician
inv_ita_general_6	inv_ita_general_6_campaign	inv_ita_general_6_battle	inv_ita_general_6_campaign	bronze	sword	wood	inv_ita_general_6_politician
inv_ita_general_7	inv_ita_general_7_campaign	inv_ita_general_7_battle	inv_ita_general_7_campaign	bronze	sword	wood	inv_ita_general_7_politician
inv_ita_general_8	inv_ita_general_8_campaign	inv_ita_general_8_battle	inv_ita_general_8_campaign	bronze	sword	wood	inv_ita_general_8_politician
inv_ita_general_9	inv_ita_general_9_campaign	inv_ita_general_9_battle	inv_ita_general_9_campaign	bronze	sword	wood	inv_ita_general_9_politician
inv_rom_champion_1	inv_rom_champion1	inv_rom_champion1	inv_rom_champion_1_portrait	bronze	sword	wood	inv_rom_champion_1_portrait
inv_rom_champion_2	inv_rom_champion1	inv_rom_champion1	inv_rom_champion_2_portrait	bronze	sword	wood	inv_rom_champion_2_portrait
inv_rom_champion_3	inv_rom_champion1	inv_rom_champion1	inv_rom_champion_3_portrait	bronze	sword	wood	inv_rom_champion_3_portrait
inv_rom_champion_4	inv_rom_champion1	inv_rom_champion1	inv_rom_champion_4_portrait	bronze	sword	wood	inv_rom_champion_4_portrait
inv_rom_champion_5	inv_rom_champion1	inv_rom_champion1	inv_rom_champion_5_portrait	bronze	sword	wood	inv_rom_champion_5_portrait
inv_rom_general_1	inv_rom_general_1_campaign	inv_rom_general_1_battle	inv_rom_general_1_campaign	bronze	sword	wood	inv_rom_general_1_politician
inv_rom_general_10	inv_rom_general_10_campaign	inv_rom_general_10_battle	inv_rom_general_10_campaign	bronze	sword	wood	inv_rom_general_10_politician
inv_rom_general_11	inv_rom_general_11_campaign	inv_rom_general_11_battle	inv_rom_general_11_campaign	bronze	sword	wood	inv_rom_general_11_politician
inv_rom_general_12	inv_rom_general_12_campaign	inv_rom_general_12_battle	inv_rom_general_12_campaign	bronze	sword	wood	inv_rom_general_12_politician
inv_rom_general_13	inv_rom_general_13_campaign	inv_rom_general_13_battle	inv_rom_general_13_campaign	bronze	sword	wood	inv_rom_general_13_politician
inv_rom_general_14	inv_rom_general_14_campaign	inv_rom_general_14_battle	inv_rom_general_14_campaign	bronze	sword	wood	inv_rom_general_14_politician
inv_rom_general_15	inv_rom_general_15_campaign	inv_rom_general_15_battle	inv_rom_general_15_campaign	bronze	sword	wood	inv_rom_general_15_politician
inv_rom_general_16	inv_rom_general_16_campaign	inv_rom_general_16_battle	inv_rom_general_16_campaign	bronze	sword	wood	inv_rom_general_16_politician
inv_rom_general_17	inv_rom_general_17_campaign	inv_rom_general_17_battle	inv_rom_general_17_campaign	bronze	sword	wood	inv_rom_general_17_politician
inv_rom_general_18	inv_rom_general_18_campaign	inv_rom_general_18_battle	inv_rom_general_18_campaign	bronze	sword	wood	inv_rom_general_18_politician
inv_rom_general_19	inv_rom_general_19_campaign	inv_rom_general_19_battle	inv_rom_general_19_campaign	bronze	sword	wood	inv_rom_general_19_politician
inv_rom_general_2	inv_rom_general_2_campaign	inv_rom_general_2_battle	inv_rom_general_2_campaign	bronze	sword	wood	inv_rom_general_2_politician
inv_rom_general_20	inv_rom_general_20_campaign	inv_rom_general_20_battle	inv_rom_general_20_campaign	bronze	sword	wood	inv_rom_general_20_politician
inv_rom_general_3	inv_rom_general_3_campaign	inv_rom_general_3_battle	inv_rom_general_3_campaign	bronze	sword	wood	inv_rom_general_3_politician
inv_rom_general_4	inv_rom_general_4_campaign	inv_rom_general_4_battle	inv_rom_general_4_campaign	bronze	sword	wood	inv_rom_general_4_politician
inv_rom_general_5	inv_rom_general_5_campaign	inv_rom_general_5_battle	inv_rom_general_5_campaign	bronze	sword	wood	inv_rom_general_5_politician
inv_rom_general_6	inv_rom_general_6_campaign	inv_rom_general_6_battle	inv_rom_general_6_campaign	bronze	sword	wood	inv_rom_general_6_politician
inv_rom_general_7	inv_rom_general_7_campaign	inv_rom_general_7_battle	inv_rom_general_7_campaign	bronze	sword	wood	inv_rom_general_7_politician
inv_rom_general_8	inv_rom_general_8_campaign	inv_rom_general_8_battle	inv_rom_general_8_campaign	bronze	sword	wood	inv_rom_general_8_politician
inv_rom_general_9	inv_rom_general_9_campaign	inv_rom_general_9_battle	inv_rom_general_9_campaign	bronze	sword	wood	inv_rom_general_9_politician
inv_sam_champion_1	inv_sam_champion_1_campaign	inv_sam_champion_1_campaign	inv_sam_champion_1_portrait	leather	sword	wood	inv_sam_champion_1_portrait
inv_sam_champion_2	inv_sam_champion_2_campaign	inv_sam_champion_2_campaign	inv_sam_champion_2_portrait	leather	sword	wood	inv_sam_champion_2_portrait
inv_sam_champion_3	inv_sam_champion_3_campaign	inv_sam_champion_3_campaign	inv_sam_champion_3_portrait	leather	sword	wood	inv_sam_champion_3_portrait
inv_sam_champion_4	inv_sam_champion_4_campaign	inv_sam_champion_4_campaign	inv_sam_champion_4_portrait	leather	sword	wood	inv_sam_champion_4_portrait
inv_sam_champion_5	inv_sam_champion_5_campaign	inv_sam_champion_5_campaign	inv_sam_champion_5_portrait	leather	sword	wood	inv_sam_champion_5_portrait
inv_sam_champion_6	inv_sam_champion_6_campaign	inv_sam_champion_6_campaign	inv_sam_champion_6_portrait	leather	sword	wood	inv_sam_champion_6_portrait
inv_sam_general_1	inv_sam_general_1_campaign	inv_sam_general_1_battle	inv_sam_general_1_campaign	bronze	sword	wood	inv_sam_general_1_politician
inv_sam_general_10	inv_sam_general_10_campaign	inv_sam_general_10_battle	inv_sam_general_10_campaign	bronze	sword	wood	inv_sam_general_10_politician
inv_sam_general_11	inv_sam_general_11_campaign	inv_sam_general_11_battle	inv_sam_general_11_campaign	bronze	sword	wood	inv_sam_general_11_politician
inv_sam_general_12	inv_sam_general_12_campaign	inv_sam_general_12_battle	inv_sam_general_12_campaign	bronze	sword	wood	inv_sam_general_12_politician
inv_sam_general_13	inv_sam_general_13_campaign	inv_sam_general_13_battle	inv_sam_general_13_campaign	bronze	sword	wood	inv_sam_general_13_politician
inv_sam_general_14	inv_sam_general_14_campaign	inv_sam_general_14_battle	inv_sam_general_14_campaign	bronze	sword	wood	inv_sam_general_14_politician
inv_sam_general_15	inv_sam_general_15_campaign	inv_sam_general_15_battle	inv_sam_general_15_campaign	bronze	sword	wood	inv_sam_general_15_politician
inv_sam_general_16	inv_sam_general_16_campaign	inv_sam_general_16_battle	inv_sam_general_16_campaign	bronze	sword	wood	inv_sam_general_16_politician
inv_sam_general_17	inv_sam_general_17_campaign	inv_sam_general_17_battle	inv_sam_general_17_campaign	bronze	sword	wood	inv_sam_general_17_politician
inv_sam_general_18	inv_sam_general_18_campaign	inv_sam_general_18_battle	inv_sam_general_18_campaign	bronze	sword	wood	inv_sam_general_18_politician
inv_sam_general_19	inv_sam_general_19_campaign	inv_sam_general_19_battle	inv_sam_general_19_campaign	bronze	sword	wood	inv_sam_general_19_politician
inv_sam_general_2	inv_sam_general_2_campaign	inv_sam_general_2_battle	inv_sam_general_2_campaign	bronze	sword	wood	inv_sam_general_2_politician
inv_sam_general_20	inv_sam_general_20_campaign	inv_sam_general_20_battle	inv_sam_general_20_campaign	bronze	sword	wood	inv_sam_general_20_politician
inv_sam_general_3	inv_sam_general_3_campaign	inv_sam_general_3_battle	inv_sam_general_3_campaign	bronze	sword	wood	inv_sam_general_3_politician
inv_sam_general_4	inv_sam_general_4_campaign	inv_sam_general_4_battle	inv_sam_general_4_campaign	bronze	sword	wood	inv_sam_general_4_politician
inv_sam_general_5	inv_sam_general_5_campaign	inv_sam_general_5_battle	inv_sam_general_5_campaign	bronze	sword	wood	inv_sam_general_5_politician
inv_sam_general_6	inv_sam_general_6_campaign	inv_sam_general_6_battle	inv_sam_general_6_campaign	bronze	sword	wood	inv_sam_general_6_politician
inv_sam_general_7	inv_sam_general_7_campaign	inv_sam_general_7_battle	inv_sam_general_7_campaign	bronze	sword	wood	inv_sam_general_7_politician
inv_sam_general_8	inv_sam_general_8_campaign	inv_sam_general_8_battle	inv_sam_general_8_campaign	bronze	sword	wood	inv_sam_general_8_politician
inv_sam_general_9	inv_sam_general_9_campaign	inv_sam_general_9_battle	inv_sam_general_9_campaign	bronze	sword	wood	inv_sam_general_9_politician
inv_sen_general_1	inv_sen_general_1_campaign	inv_sen_general_1_battle	inv_sen_general_1_campaign	bronze	sword	wood	inv_sen_general_1_politician
inv_sen_general_10	inv_sen_general_10_campaign	inv_sen_general_10_battle	inv_sen_general_10_campaign	bronze	sword	wood	inv_sen_general_10_politician
inv_sen_general_11	inv_sen_general_11_campaign	inv_sen_general_11_battle	inv_sen_general_11_campaign	bronze	sword	wood	inv_sen_general_11_politician
inv_sen_general_12	inv_sen_general_12_campaign	inv_sen_general_12_battle	inv_sen_general_12_campaign	bronze	sword	wood	inv_sen_general_12_politician
inv_sen_general_13	inv_sen_general_13_campaign	inv_sen_general_13_battle	inv_sen_general_13_campaign	bronze	sword	wood	inv_sen_general_13_politician
inv_sen_general_14	inv_sen_general_14_campaign	inv_sen_general_14_battle	inv_sen_general_14_campaign	bronze	sword	wood	inv_sen_general_14_politician
inv_sen_general_15	inv_sen_general_15_campaign	inv_sen_general_15_battle	inv_sen_general_15_campaign	bronze	sword	wood	inv_sen_general_15_politician
inv_sen_general_16	inv_sen_general_16_campaign	inv_sen_general_16_battle	inv_sen_general_16_campaign	bronze	sword	wood	inv_sen_general_16_politician
inv_sen_general_17	inv_sen_general_17_campaign	inv_sen_general_17_battle	inv_sen_general_17_campaign	bronze	sword	wood	inv_sen_general_17_politician
inv_sen_general_18	inv_sen_general_18_campaign	inv_sen_general_18_battle	inv_sen_general_18_campaign	bronze	sword	wood	inv_sen_general_18_politician
inv_sen_general_19	inv_sen_general_19_campaign	inv_sen_general_19_battle	inv_sen_general_19_campaign	bronze	sword	wood	inv_sen_general_19_politician
inv_sen_general_2	inv_sen_general_2_campaign	inv_sen_general_2_battle	inv_sen_general_2_campaign	bronze	sword	wood	inv_sen_general_2_politician
inv_sen_general_20	inv_sen_general_20_campaign	inv_sen_general_20_battle	inv_sen_general_20_campaign	bronze	sword	wood	inv_sen_general_20_politician
inv_sen_general_3	inv_sen_general_3_campaign	inv_sen_general_3_battle	inv_sen_general_3_campaign	bronze	sword	wood	inv_sen_general_3_politician
inv_sen_general_4	inv_sen_general_4_campaign	inv_sen_general_4_battle	inv_sen_general_4_campaign	bronze	sword	wood	inv_sen_general_4_politician
inv_sen_general_5	inv_sen_general_5_campaign	inv_sen_general_5_battle	inv_sen_general_5_campaign	bronze	sword	wood	inv_sen_general_5_politician
inv_sen_general_6	inv_sen_general_6_campaign	inv_sen_general_6_battle	inv_sen_general_6_campaign	bronze	sword	wood	inv_sen_general_6_politician
inv_sen_general_7	inv_sen_general_7_campaign	inv_sen_general_7_battle	inv_sen_general_7_campaign	bronze	sword	wood	inv_sen_general_7_politician
inv_sen_general_8	inv_sen_general_8_campaign	inv_sen_general_8_battle	inv_sen_general_8_campaign	bronze	sword	wood	inv_sen_general_8_politician
inv_sen_general_9	inv_sen_general_9_campaign	inv_sen_general_9_battle	inv_sen_general_9_campaign	bronze	sword	wood	inv_sen_general_9_politician
inv_ven_general_1	inv_ven_general_1_campaign	inv_ven_general_1_battle	inv_ven_general_1_campaign	leather	sword	wood	inv_ven_general_1_politician
inv_ven_general_10	inv_ven_general_10_campaign	inv_ven_general_10_battle	inv_ven_general_10_campaign	leather	sword	wood	inv_ven_general_10_politician
inv_ven_general_11	inv_ven_general_11_campaign	inv_ven_general_11_battle	inv_ven_general_11_campaign	leather	sword	wood	inv_ven_general_11_politician
