building_chain	building_instance	building_or_building_range_start_inclusive	building_range_end_inclusive	building_super_chain	cai_construction_system_category	cai_construction_system_category_group	campaign	culture	faction	sub_culture	per_faction_building_limit_start	per_faction_building_limit_end	per_faction_building_minimum_discount_when_exceeding_limit_start	per_faction_building_maximum_discount_when_exceeding_limit_start	per_faction_building_minimum_discount_when_exceeding_limit_end	per_faction_building_maximum_discount_when_exceeding_limit_end	per_faction_per_building_discount_increment_when_exceeding_limit_start	per_faction_per_building_discount_increment_when_exceeding_limit_end	per_province_building_limit_start	per_province_building_limit_end	per_province_building_minimum_discount_when_exceeding_limit_start	per_province_building_maximum_discount_when_exceeding_limit_start	per_province_building_minimum_discount_when_exceeding_limit_end	per_province_building_maximum_discount_when_exceeding_limit_end	per_province_per_building_discount_increment_when_exceeding_limit_start	per_province_per_building_discount_increment_when_exceeding_limit_end	score_end_inclusive	score_or_score_start_inclusive
		3c_east_water_well_2	3c_east_water_well_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	875	175
		3c_east_water_wind_2	3c_east_water_wind_4			cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	875	175
		3c_east_water_wind_2	3c_east_water_wind_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	875	175
		3c_gallicemp_agriculture_1				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	40
		3c_gallicemp_agriculture_1				cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	40
		3c_gallicemp_agriculture_cattle_2	3c_gallicemp_agriculture_cattle_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	525	105
		3c_gallicemp_agriculture_cattle_2	3c_gallicemp_agriculture_cattle_4			cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	700	140
		3c_gallicemp_agriculture_farm_2	3c_gallicemp_agriculture_farm_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	225	45
		3c_gallicemp_agriculture_farm_2	3c_gallicemp_agriculture_farm_4			cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	400	80
		3c_gallicemp_agriculture_horse_2	3c_gallicemp_agriculture_horse_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	225	45
		3c_gallicemp_agriculture_horse_2	3c_gallicemp_agriculture_horse_4			cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	175	35
		3c_gallicemp_agriculture_horse_2	3c_gallicemp_agriculture_horse_4			cai_military_land_group					-1	-1	0	0	0	0	0	0	1	1	10500	3050	9500	2800	9500	2800	11000	3200
		3c_gallicemp_military_1	3c_gallicemp_military_infantry_4			cai_military_land_group					-1	-1	0	0	0	0	0	0	1	1	3250	330	3000	290	3000	290	3400	350
		3c_gallicemp_religious_1				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	30
		3c_gallicemp_religious_1				cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	80
		3c_gallicemp_religious_cernunnos_2	3c_gallicemp_religious_cernunnos_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	450	90
		3c_gallicemp_religious_cernunnos_2	3c_gallicemp_religious_cernunnos_4			cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	400	80
		3c_gallicemp_religious_cernunnos_2	3c_gallicemp_religious_cernunnos_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	200	40
		3c_gallicemp_religious_gobannus_2	3c_gallicemp_religious_gobannus_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1125	225
		3c_gallicemp_religious_jupiter_2	3c_gallicemp_religious_jupiter_4			cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	750	150
		3c_gallicemp_religious_jupiter_2	3c_gallicemp_religious_jupiter_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	300	60
		3c_gallicemp_religious_jupiter_5				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	800
		3c_gallicemp_religious_jupiter_5				cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	500
		3c_gallicemp_religious_jupiter_5				cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	1800
		3c_gallicemp_religious_mars_2	3c_gallicemp_religious_mars_4			cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	500	100
		3c_gallicemp_religious_mars_2	3c_gallicemp_religious_mars_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	200	40
		3c_gallicemp_religious_minerva_2	3c_gallicemp_religious_minerva_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	500	100
		3c_gallicemp_religious_minerva_2	3c_gallicemp_religious_minerva_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	250	50
		3c_palmyra_city_1	3c_palmyra_city_4								-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1300	440
		3c_palmyra_religious_1				cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	80
		3c_palmyra_religious_aglibol_2	3c_palmyra_religious_aglibol_4			cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	500	100
		3c_palmyra_religious_aglibol_2	3c_palmyra_religious_aglibol_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	200	40
		3c_palmyra_religious_baalshamin_2	3c_palmyra_religious_baalshamin_5			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	500	100
		3c_palmyra_religious_baalshamin_2	3c_palmyra_religious_baalshamin_5			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	250	50
		3c_palmyra_religious_malakbel_2	3c_palmyra_religious_malakbel_4			cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	400	80
		3c_palmyra_religious_malakbel_2	3c_palmyra_religious_malakbel_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	200	40
		3c_palmyra_religious_nabu_2	3c_palmyra_religious_nabu_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	500	100
		3c_palmyra_religious_nabu_2	3c_palmyra_religious_nabu_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	250	50
		3c_palmyra_religious_yarhibol_2	3c_palmyra_religious_yarhibol_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	500	100
		3c_palmyra_religious_yarhibol_2	3c_palmyra_religious_yarhibol_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	250	50
		3c_rome_administration_1				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	80
		3c_rome_administration_security_2	3c_rome_administration_security_3			cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	500	100
		3c_rome_administration_security_2	3c_rome_administration_security_3			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	80
		3c_rome_administration_spies_2	3c_rome_administration_spies_3			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	450	150
		3c_rome_administration_taxes_2	3c_rome_administration_taxes_3			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	600	200
		3c_rome_administration_taxes_2	3c_rome_administration_taxes_3			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	80
		3c_rome_agriculture_1				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	90
		3c_rome_agriculture_1				cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	50
		3c_rome_agriculture_farm_2	3c_rome_agriculture_farm_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	500	100
		3c_rome_agriculture_farm_2	3c_rome_agriculture_farm_4			cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	750	150
		3c_rome_agriculture_granary_2	3c_rome_agriculture_granary_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	500	100
		3c_rome_agriculture_granary_2	3c_rome_agriculture_granary_4			cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	750	150
		3c_rome_agriculture_granary_2	3c_rome_agriculture_granary_4			cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	250	50
		3c_rome_agriculture_herd_2	3c_rome_agriculture_herd_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	500	100
		3c_rome_agriculture_herd_2	3c_rome_agriculture_herd_4			cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	750	150
		3c_rome_city_1									-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	15
		3c_rome_city_aurelian_walls_5									-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	2500
		3c_rome_city_centre_1				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	90
		3c_rome_city_centre_1				cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	30
		3c_rome_city_centre_1				cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	30
		3c_rome_city_centre_cattle_2	3c_rome_city_centre_cattle_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	350	70
		3c_rome_city_centre_cattle_2	3c_rome_city_centre_cattle_4			cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	550	110
		3c_rome_city_centre_circus_5				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	2100
		3c_rome_city_centre_food_2	3c_rome_city_centre_food_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	500	100
		3c_rome_city_centre_food_2	3c_rome_city_centre_food_4			cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	375	75
		3c_rome_city_centre_food_2	3c_rome_city_centre_food_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	400	80
		3c_rome_city_centre_gladiator_2	3c_rome_city_centre_gladiator_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	750	150
		3c_rome_city_centre_gladiator_2	3c_rome_city_centre_gladiator_4			cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	250	50
		3c_rome_city_centre_gladiator_2	3c_rome_city_centre_gladiator_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	400	80
		3c_rome_city_centre_gladiator_5				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	2100
		3c_rome_city_centre_library_2	3c_rome_city_centre_library_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	750	150
		3c_rome_city_centre_library_2	3c_rome_city_centre_library_4			cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	750	150
		3c_rome_city_centre_slave_2	3c_rome_city_centre_slave_3			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	850	170
		3c_rome_city_centre_spice_2	3c_rome_city_centre_spice_5			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	3200	220
		3c_rome_city_centre_wine_2	3c_rome_city_centre_wine_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1100	220
		3c_rome_city_civil_2	3c_rome_city_civil_4								-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1300	440
		3c_rome_city_garrison_2	3c_rome_city_garrison_4								-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1300	440
		3c_rome_cult_1									-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	-100000
		3c_rome_cult_christ_2	3c_rome_cult_christ_4								-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	-100000	-100000
		3c_rome_cult_manich_2	3c_rome_cult_manich_4								-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	-100000	-100000
		3c_rome_cult_mithra_2	3c_rome_cult_mithra_4								-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	-100000	-100000
		3c_rome_industry_1				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	90
		3c_rome_industry_amphora_2	3c_rome_industry_amphora_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1850	370
		3c_rome_industry_coin_2	3c_rome_industry_coin_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1850	370
		3c_rome_industry_jeweller_2	3c_rome_industry_jeweller_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1850	370
		3c_rome_military_1	3c_rome_military_3			cai_military_land_group					-1	-1	0	0	0	0	0	0	1	1	2350	320	2100	170	2100	170	2500	350
		3c_rome_military_aux_1	3c_rome_military_aux_3			cai_military_land_group					-1	-1	0	0	0	0	0	0	1	1	2700	650	2400	550	2400	550	2800	700
		3c_rome_military_buff_1				cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	50
		3c_rome_military_buff_attack_2	3c_rome_military_buff_attack_3			cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	450	90
		3c_rome_military_buff_defence_2	3c_rome_military_buff_defence_3			cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	450	90
		3c_rome_military_buff_horse_2	3c_rome_military_buff_horse_3			cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	450	90
		3c_rome_military_buff_range_2	3c_rome_military_buff_range_3			cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	450	90
		3c_rome_military_cavalry_4				cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	3400
		3c_rome_military_infantry_4				cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	3400
		3c_rome_military_siege_1	3c_rome_military_siege_3			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	250	50
		3c_rome_military_siege_1	3c_rome_military_siege_3			cai_military_land_group					-1	-1	0	0	0	0	0	0	1	1	1500	400	500	120	500	120	1750	450
		3c_rome_navalbuff_1	3c_rome_navalbuff_4			cai_military_sea_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	600	50
		3c_rome_port_1				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	75
		3c_rome_port_1				cai_military_sea_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	75
		3c_rome_port_fish_2	3c_rome_port_fish_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	750	150
		3c_rome_port_fish_2	3c_rome_port_fish_4			cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	750	150
		3c_rome_port_military_2	3c_rome_port_military_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	3000	600
		3c_rome_port_military_2	3c_rome_port_military_4			cai_military_sea_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	4000	800
		3c_rome_port_patrol_2	3c_rome_port_patrol_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	350	70
		3c_rome_port_patrol_2	3c_rome_port_patrol_4			cai_military_sea_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	2500	500
		3c_rome_port_trade_2	3c_rome_port_trade_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1500	300
		3c_rome_religious_1				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	30
		3c_rome_religious_1				cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	80
		3c_rome_religious_jupiter_2	3c_rome_religious_jupiter_4			cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	750	150
		3c_rome_religious_jupiter_2	3c_rome_religious_jupiter_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	300	60
		3c_rome_religious_mars_2	3c_rome_religious_mars_4			cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	500	100
		3c_rome_religious_mars_2	3c_rome_religious_mars_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	200	40
		3c_rome_religious_minerva_2	3c_rome_religious_minerva_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	500	100
		3c_rome_religious_minerva_2	3c_rome_religious_minerva_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	250	50
		3c_rome_religious_neptune_2	3c_rome_religious_neptune_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	250	50
		3c_rome_religious_neptune_2	3c_rome_religious_neptune_4			cai_military_sea_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	300	60
		3c_rome_religious_neptune_2	3c_rome_religious_neptune_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	250	50
		3c_rome_religious_sol_invictus_2	3c_rome_religious_sol_invictus_5			cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1000	150
		3c_rome_religious_sol_invictus_2	3c_rome_religious_sol_invictus_5			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	400	60
		3c_rome_religious_vulcan_2	3c_rome_religious_vulcan_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	300	60
		3c_rome_religious_vulcan_2	3c_rome_religious_vulcan_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	100	20
		3c_rome_sanitation_1				cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	120
		3c_rome_sanitation_baths_2	3c_rome_sanitation_baths_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1300	260
		3c_rome_sanitation_sewer_2	3c_rome_sanitation_sewer_5			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1800	260
		3c_rome_sanitation_tank_2	3c_rome_sanitation_tank_5			cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	350	50
		3c_rome_sanitation_tank_2	3c_rome_sanitation_tank_5			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1400	220
		3c_rome_town_1				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	10
		3c_rome_town_centre_1				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	90
		3c_rome_town_centre_1				cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	30
		3c_rome_town_centre_theatre_2	3c_rome_town_centre_theatre_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	400	80
		3c_rome_town_centre_theatre_2	3c_rome_town_centre_theatre_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	750	150
		3c_rome_town_centre_trade_2	3c_rome_town_centre_trade_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1100	220
		3c_rome_town_civil_2	3c_rome_town_civil_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	2000	600
		3c_rome_town_civil_2	3c_rome_town_civil_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	2000	600
		3c_rome_town_farm_2	3c_rome_town_farm_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	2000	600
		3c_rome_town_farm_2	3c_rome_town_farm_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	2000	600
		3c_rome_town_trade_2	3c_rome_town_trade_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	2000	600
		3c_rome_town_trade_2	3c_rome_town_trade_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	2000	600
		3c_sassanid_military_infantry_1	3c_sassanid_military_infantry_4			cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	2250	450
		3c_sassanid_religious_1				cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	80
		3c_sassanid_religious_christ_2	3c_sassanid_religious_christ_5			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1100	220
		3c_sassanid_religious_fire_2	3c_sassanid_religious_fire_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1100	220
		3c_sassanid_religious_royal_2	3c_sassanid_religious_royal_5			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1100	220
		3c_sassanid_religious_tower_2	3c_sassanid_religious_tower_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1100	220
				Mine		cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1000	100
				ResourceAmber							-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	900	15
				ResourceDye							-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	900	15
				ResourceGlass							-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	900	15
				ResourceGold							-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	900	15
				ResourceGrain							-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	900	15
				ResourceHorse							-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	900	15
				ResourceLead							-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	900	15
				ResourceLeather							-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	900	15
				ResourceLumber							-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	900	15
				ResourceMarble							-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	900	15
				ResourceMine							-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	900	15
				ResourceOlive							-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	900	15
				ResourceSilk							-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	900	15
				ResourceWine							-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	900	15
		barb_agriculture_1				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	45
		barb_agriculture_1				cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	35
		barb_agriculture_1				cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	60
		barb_agriculture_cattle_2	barb_agriculture_cattle_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	375	75
		barb_agriculture_cattle_2	barb_agriculture_cattle_4			cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	550	110
		barb_agriculture_farm_2	barb_agriculture_farm_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	375	75
		barb_agriculture_farm_2	barb_agriculture_farm_4			cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	550	110
		barb_agriculture_horse_2	barb_agriculture_horse_4		cai_category_military_land_cavalry_melee	cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	0	0	11000	3200
		barb_agriculture_horse_2	barb_agriculture_horse_4		cai_category_military_land_cavalry_missile	cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	0	0	12000	3800
		barb_agriculture_horse_2	barb_agriculture_horse_4		cai_category_military_land_cavalry_shock	cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	0	0	11000	3200
		barb_agriculture_minor_1				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	45
		barb_agriculture_minor_1				cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	35
		barb_agriculture_minor_1				cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	60
		barb_agriculture_minor_cattle_2	barb_agriculture_minor_cattle_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	375	75
		barb_agriculture_minor_cattle_2	barb_agriculture_minor_cattle_4			cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	550	110
		barb_agriculture_minor_farm_2	barb_agriculture_minor_farm_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	375	75
		barb_agriculture_minor_farm_2	barb_agriculture_minor_farm_4			cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	550	110
		barb_agriculture_minor_horse_2	barb_agriculture_minor_horse_4		cai_category_military_land_cavalry_melee	cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	0	0	11000	3200
		barb_agriculture_minor_horse_2	barb_agriculture_minor_horse_4		cai_category_military_land_cavalry_missile	cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	0	0	12000	3800
		barb_agriculture_minor_horse_2	barb_agriculture_minor_horse_4		cai_category_military_land_cavalry_shock	cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	0	0	11000	3200
		barb_agriculture_minor_nomad_1				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	45
		barb_agriculture_minor_nomad_1				cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	35
