key	campaign_key	faction_key	indent	technology_key	technology_node_set	tier
3c_caledoni_civil_governance_005_intimidate_the_opposition	main_3c	3c_caledoni	5	3c_gothi_civil_governance_intimidate_the_opposition	3c_caledoni_civil_governance	2
3c_caledoni_civil_governance_006_demand_oaths_of_fealty	main_3c	3c_caledoni	4	3c_gothi_civil_governance_demand_oaths_of_fealty	3c_caledoni_civil_governance	3
3c_caledoni_civil_governance_007_appoint_lawgivers	main_3c	3c_caledoni	1	3c_gothi_civil_governance_appoint_lawgivers	3c_caledoni_civil_governance	4
3c_caledoni_civil_governance_008_command_hygiene	main_3c	3c_caledoni	5	3c_gothi_civil_governance_command_hygiene	3c_caledoni_civil_governance	4
3c_caledoni_civil_governance_009_proclaim_legendary_kingdom	main_3c	3c_caledoni	4	3c_marcomanni_civil_governance_proclaim_legendary_kingdom	3c_caledoni_civil_governance	5
3c_caledoni_civil_top_001_instil_dilligence	main_3c	3c_caledoni	7	3c_caledoni_civil_top_instil_dilligence	3c_caledoni_civil_top	0
3c_caledoni_military_battle_001_issue_royal_war_horns	main_3c	3c_caledoni	3	3c_caledoni_military_battle_issue_royal_war_horns	3c_caledoni_military_battle	2
3c_caledoni_military_battle_002_train_with_longbows	main_3c	3c_caledoni	2	3c_marcomanni_military_battle_train_with_longbows	3c_caledoni_military_battle	1
3c_caledoni_military_battle_003_train_crews	main_3c	3c_caledoni	6	3c_gothi_military_battle_gather_sailors	3c_caledoni_military_battle	1
3c_caledoni_military_battle_004_improve_chariots	main_3c	3c_caledoni	2	3c_caledoni_military_battle_improve_chariots	3c_caledoni_military_battle	3
3c_caledoni_military_battle_005_assemble_the_footmen	main_3c	3c_caledoni	3	3c_gothi_military_battle_gather_footmen	3c_caledoni_military_battle	0
3c_caledoni_military_battle_006_issue_oaken_ship_hulls	main_3c	3c_caledoni	6	3c_gothi_military_battle_issue_oaken_ship_hulls	3c_caledoni_military_battle	3
3c_caledoni_military_battle_007_craft_tribal_totems	main_3c	3c_caledoni	2	3c_caledoni_military_battle_craft_tribal_totems	3c_caledoni_military_battle	5
3c_caledoni_military_battle_008_practice_war_dances	main_3c	3c_caledoni	3	3c_marcomanni_military_battle_practice_war_dances	3c_caledoni_military_battle	4
3c_caledoni_military_battle_009_gather_votive_offerings	main_3c	3c_caledoni	6	3c_caledoni_military_battle_gather_votive_offerings	3c_caledoni_military_battle	5
3c_caledoni_military_campaign_001_encourage_oneonone_training	main_3c	3c_caledoni	3	3c_gothi_military_campaign_encourage_oneonone_training	3c_caledoni_military_campaign	0
3c_caledoni_military_campaign_002_motivate_hirelings	main_3c	3c_caledoni	2	3c_gothi_military_campaign_improve_mercenary_administration	3c_caledoni_military_campaign	1
3c_caledoni_military_campaign_003_authorize_pillaging	main_3c	3c_caledoni	6	3c_gothi_military_campaign_organize_pillaging	3c_caledoni_military_campaign	3
3c_caledoni_military_campaign_004_organize_forage_parties	main_3c	3c_caledoni	2	3c_gothi_military_campaign_send_out_forage_parties	3c_caledoni_military_campaign	3
3c_caledoni_military_campaign_005_copy_roman_arms_manufacturing	main_3c	3c_caledoni	6	3c_gothi_military_campaign_copy_roman_smithing	3c_caledoni_military_campaign	1
3c_caledoni_military_campaign_006_live_off_the_land	main_3c	3c_caledoni	3	3c_gothi_military_campaign_live_off_the_land	3c_caledoni_military_campaign	2
3c_caledoni_military_campaign_007_expand_warleader_retinue	main_3c	3c_caledoni	3	3c_gothi_military_campaign_expand_warleader_retinue	3c_caledoni_military_campaign	4
3c_caledoni_military_campaign_008_kidnap_foreign_siege_specialists	main_3c	3c_caledoni	6	3c_gothi_military_campaign_kidnap_foreign_siege_specialists	3c_caledoni_military_campaign	5
3c_caledoni_military_campaign_009_become_one_with_land	main_3c	3c_caledoni	2	3c_caledoni_military_campaign_become_one_with_land	3c_caledoni_military_campaign	5
3c_caledoni_military_recruitment_001_gather_brave_souls	main_3c	3c_caledoni	1	3c_gothi_military_recruitment_gather_brave_souls	3c_caledoni_military_recruitment	0
3c_caledoni_military_recruitment_002_enchance_boat_construction	main_3c	3c_caledoni	5	3c_gothi_military_recruitment_enchance_boat_construction	3c_caledoni_military_recruitment	0
3c_caledoni_military_recruitment_003_intensify_physical_conditioning	main_3c	3c_caledoni	4	3c_gothi_military_recruitment_intensify_physical_conditioning	3c_caledoni_military_recruitment	1
3c_caledoni_military_recruitment_004_lead_by_example	main_3c	3c_caledoni	1	3c_gothi_military_recruitment_lead_by_example	3c_caledoni_military_recruitment	2
3c_caledoni_military_recruitment_005_implement_iron_anchors	main_3c	3c_caledoni	5	3c_gothi_military_recruitment_implement_iron_anchors	3c_caledoni_military_recruitment	2
3c_caledoni_military_recruitment_006_improve_cavalry_tactics	main_3c	3c_caledoni	4	3c_gothi_military_recruitment_improve_cavalry_tactics	3c_caledoni_military_recruitment	3
3c_caledoni_military_recruitment_007_instill_military_discipline	main_3c	3c_caledoni	1	3c_gothi_military_recruitment_instill_military_discipline	3c_caledoni_military_recruitment	4
3c_caledoni_military_recruitment_008_adopt_clinkerbuilt_ships	main_3c	3c_caledoni	5	3c_gothi_military_recruitment_adopt_clinkerbuilt_ships	3c_caledoni_military_recruitment	4
3c_caledoni_military_recruitment_009_assign_retainers_to_elite	main_3c	3c_caledoni	4	3c_caledoni_military_recruitment_assign_retainers_to_elite	3c_caledoni_military_recruitment	5
3c_caledoni_military_top_001_fight_for_freedom	main_3c	3c_caledoni	7	3c_caledoni_military_top_fight_for_freedom	3c_caledoni_military_top	0
3c_east_civil_culture_001_preserve_zendavesta	main_3c		3	3c_sassanid_civil_culture_preserve_zendavesta	3c_east_civil_culture	0
3c_east_civil_culture_002_proclaim_support_kartir	main_3c		6	3c_sassanid_civil_culture_proclaim_support_kartir	3c_east_civil_culture	1
3c_east_civil_culture_003_expand_your_royal_harems	main_3c		2	3c_sassanid_civil_culture_expand_your_royal_harems	3c_east_civil_culture	1
3c_east_civil_culture_004_restructure_order_magi	main_3c		3	3c_sassanid_civil_culture_restructure_order_magi	3c_east_civil_culture	2
3c_east_civil_culture_005_impress_your_magnificence	main_3c		6	3c_sassanid_civil_culture_impress_your_magnificence	3c_east_civil_culture	3
3c_east_civil_culture_006_hire_royal_astronomers	main_3c		2	3c_sassanid_civil_culture_hire_royal_astronomers	3c_east_civil_culture	3
3c_east_civil_culture_007_institute_festival_fire	main_3c		3	3c_sassanid_civil_culture_institute_festival_fire	3c_east_civil_culture	4
3c_east_civil_culture_008_persecute_manicheans	main_3c		6	3c_sassanid_civil_culture_persecute_manicheans	3c_east_civil_culture	5
3c_east_civil_culture_009_venerate_Shapur_I	main_3c		2	3c_sassanid_civil_culture_venerate_Shapur_I	3c_east_civil_culture	5
3c_east_civil_economy_001_reclaim_your_desert	main_3c		1	3c_sassanid_civil_economy_reclaim_your_desert	3c_east_civil_economy	0
3c_east_civil_economy_002_hire_roman_translators	main_3c		5	3c_armenia_civil_economy_hire_roman_translators	3c_east_civil_economy	0
3c_east_civil_economy_003_tax_your_nobility	main_3c		4	3c_sassanid_civil_economy_tax_your_nobility	3c_east_civil_economy	1
3c_east_civil_economy_004_plan_your_irrigation_infrastructure	main_3c		1	3c_sassanid_civil_economy_plan_your_irrigation_infrastructure	3c_east_civil_economy	2
3c_east_civil_economy_005_extend_your_royal_benevolence	main_3c		5	3c_sassanid_civil_economy_extend_your_royal_benevolence	3c_east_civil_economy	2
3c_east_civil_economy_006_plan_your_grand_canals	main_3c		4	3c_sassanid_civil_economy_plan_your_grand_canals	3c_east_civil_economy	3
3c_east_civil_economy_007_implementt_your_terraced_fields	main_3c		1	3c_sassanid_civil_economy_implenet_your_terraced_fields	3c_east_civil_economy	4
3c_east_civil_economy_008_create_your_royal_bazaars	main_3c		5	3c_sassanid_civil_economy_create_your_royal_bazaars	3c_east_civil_economy	4
3c_east_civil_economy_009_control_silk_roads	main_3c		4	3c_armenia_civil_economy_control_silk_roads	3c_east_civil_economy	5
3c_east_civil_governance_001_claim_your_crown	main_3c		1	3c_sassanid_civil_governance_claim_your_crown	3c_east_civil_governance	0
3c_east_civil_governance_002_demand_zealous_labour	main_3c		5	3c_armenia_civil_governance_demand_zealous_labour	3c_east_civil_governance	0
3c_east_civil_governance_003_control_your_urban_development	main_3c		4	3c_sassanid_civil_governance_control_your_urban_development	3c_east_civil_governance	1
3c_east_civil_governance_004_compile_your_code_of_laws	main_3c		1	3c_sassanid_civil_governance_compile_your_code_of_laws	3c_east_civil_governance	2
3c_east_civil_governance_005_extend_peasant_class_rights	main_3c		5	3c_armenia_civil_governance_extend_peasant_class_rights	3c_east_civil_governance	2
3c_east_civil_governance_006_glorify_illoustrous_lineage	main_3c		4	3c_armenia_civil_governance_glorify_illoustrous_lineage	3c_east_civil_governance	3
3c_east_civil_governance_007_establish_vigorous_administration	main_3c		1	3c_armenia_civil_governance_establish_vigorous_administration	3c_east_civil_governance	4
3c_east_civil_governance_008_promote_your_trusted_councillors	main_3c		5	3c_sassanid_civil_governance_promote_your_trusted_councillors	3c_east_civil_governance	4
3c_east_civil_governance_009_proclaim_your_empire_east_west	main_3c		4	3c_sassanid_civil_governance_shahanshah_irean_ud_aneran	3c_east_civil_governance	5
3c_east_civil_top_001_oversee_trade	main_3c		7	3c_sassanid_civil_top_oversee_trade	3c_east_civil_top	0
3c_east_military_battle_001_praise_the_outriders	main_3c		3	3c_sassanid_military_battle_praise_your_outriders	3c_east_military_battle	0
3c_east_military_battle_002_motivate_hirelings	main_3c		2	3c_sassanid_military_battle_motivate_your_hirelings	3c_east_military_battle	1
3c_east_military_battle_003_train_marines	main_3c		6	3c_sassanid_military_battle_teach_sailors_fight	3c_east_military_battle	1
3c_east_military_battle_004_reward_the_kataphractoi	main_3c		2	3c_sassanid_military_battle_reward_your_kataphractoi	3c_east_military_battle	5
3c_east_military_battle_005_order_additional_pack_camels	main_3c		3	3c_sassanid_military_battle_order_additional_pack_camels	3c_east_military_battle	2
3c_east_military_battle_006_refine_naval_artillery	main_3c		6	3c_sassanid_military_battle_refine_your_naval_artillery	3c_east_military_battle	3
3c_east_military_battle_007_rekindle_old_rivalry	main_3c		3	3c_sassanid_military_battle_rekindle_old_rivalry	3c_east_military_battle	4
3c_east_military_battle_008_research_machines_of_war	main_3c		2	3c_sassanid_military_battle_research_your_machines_of_war	3c_east_military_battle	3
3c_east_military_battle_009_summon_the_immortals	main_3c		6	3c_sassanid_military_battle_summon_your_immortals	3c_east_military_battle	5
3c_east_military_campaign_001_employ_mardomard_champions	main_3c		3	3c_sassanid_military_campaign_employ_mardomard_champions	3c_east_military_campaign	0
3c_east_military_campaign_002_improve_mercenary_administration	main_3c		2	3c_sassanid_military_campaign_improve_your_mercenary_administration	3c_east_military_campaign	1
3c_east_military_campaign_003_optimize_shahrab_system	main_3c		6	3c_sassanid_military_campaign_optimize_your_shahrab_system	3c_east_military_campaign	1
3c_east_military_campaign_004_enforce_voluntary_service	main_3c		3	3c_sassanid_military_campaign_enforce_voluntary_service	3c_east_military_campaign	2
3c_east_military_campaign_005_hire_nisean_breeders	main_3c		6	3c_sassanid_military_campaign_hire_nisean_breeders	3c_east_military_campaign	5
3c_east_military_campaign_006_hasten_military_expanse	main_3c		2	3c_sassanid_military_campaign_hasten_your_military_expanse	3c_east_military_campaign	3
3c_east_military_campaign_007_enforce_conscription	main_3c		3	3c_sassanid_military_campaign_enforce_conscription	3c_east_military_campaign	4
3c_east_military_campaign_008_improve_siege_management	main_3c		6	3c_sassanid_military_campaign_starve_your_enemies	3c_east_military_campaign	3
3c_east_military_campaign_009_conquer_the_sands	main_3c		2	3c_sassanid_military_campaign_conquer_the_sands	3c_east_military_campaign	5
3c_east_military_recruitment_001_exact_levies	main_3c		1	3c_sassanid_military_recruitment_exact_your_levies	3c_east_military_recruitment	0
3c_east_military_recruitment_002_hire_skilled_engineers	main_3c		5	3c_sassanid_military_recruitment_summon_your_shipbuilders	3c_east_military_recruitment	0
3c_east_military_recruitment_003_intensify_physical_conditioning	main_3c		4	3c_sassanid_military_recruitment_intensify_physical_conditioning	3c_east_military_recruitment	1
3c_east_military_recruitment_004_emphasize_on_cavalry	main_3c		1	3c_sassanid_military_recruitment_emphasize_on_your_cavalry	3c_east_military_recruitment	2
3c_east_military_recruitment_005_improve_harbour_infrastructure	main_3c		5	3c_sassanid_military_recruitment_improve_your_harbour_infrastructure	3c_east_military_recruitment	2
3c_east_military_recruitment_006_expand_tactical_exercises	main_3c		4	3c_sassanid_military_recruitment_expand_tactical_exercises	3c_east_military_recruitment	3
3c_east_military_recruitment_007_reorganize_military_hierarchy	main_3c		1	3c_sassanid_military_recruitment_reorganize_your_military_hierarchy	3c_east_military_recruitment	4
3c_east_military_recruitment_008_undertake_epic_naval_architecture	main_3c		5	3c_sassanid_military_recruitment_initiate_your_naval_dominance	3c_east_military_recruitment	4
3c_east_military_recruitment_009_practice_strategic_maneouvres	main_3c		4	3c_sassanid_military_recruitment_practice_your_strategic_maneouvres	3c_east_military_recruitment	5
3c_east_military_top_001_order_paygan_training	main_3c		7	3c_sassanid_military_top_order_paygan_training	3c_east_military_top	0
3c_gallicemp_civil_culture_001_appease_the_masses	main_3c	3c_gallicemp	3	3c_rome_civil_culture_appease_the_masses	3c_gallicemp_civil_culture	0
3c_gallicemp_civil_culture_002_gain_frumentarii_allegiance	main_3c	3c_gallicemp	6	3c_gallicemp_civil_culture_hire_winemakers	3c_gallicemp_civil_culture	1
3c_gallicemp_civil_culture_003_facilitate_urbanization	main_3c	3c_gallicemp	2	3c_gallicemp_civil_culture_facilitate_urbanization	3c_gallicemp_civil_culture	1
3c_gallicemp_civil_culture_004_promote_roman_traditions	main_3c	3c_gallicemp	3	3c_rome_civil_culture_promote_roman_traditions	3c_gallicemp_civil_culture	2
3c_gallicemp_civil_culture_005_pacify_the_chieftains	main_3c	3c_gallicemp	6	3c_gallicemp_civil_culture_pacify_the_chieftains	3c_gallicemp_civil_culture	3
3c_gallicemp_civil_culture_006_conduct_latinization_campaign	main_3c	3c_gallicemp	2	3c_gallicemp_civil_culture_conduct_latinization_campaign	3c_gallicemp_civil_culture	3
3c_gallicemp_civil_culture_007_elevate_roman_culture	main_3c	3c_gallicemp	3	3c_rome_civil_culture_elevate_roman_culture	3c_gallicemp_civil_culture	4
3c_gallicemp_civil_culture_008_send_gifts	main_3c	3c_gallicemp	6	3c_rome_civil_culture_send_diplomatic_gifts	3c_gallicemp_civil_culture	5
3c_gallicemp_civil_culture_009_glorify_roman_heritage	main_3c	3c_gallicemp	2	3c_gallicemp_civil_culture_celebrate_roman_heritage	3c_gallicemp_civil_culture	5
3c_gallicemp_civil_economy_001_focus_on_local_production	main_3c	3c_gallicemp	1	3c_rome_civil_economy_focus_on_local_production	3c_gallicemp_civil_economy	0
3c_gallicemp_civil_economy_002_restore_markets	main_3c	3c_gallicemp	5	3c_rome_civil_economy_restore_markets	3c_gallicemp_civil_economy	0
3c_gallicemp_civil_economy_003_seize_the_imperial_treasury	main_3c	3c_gallicemp	4	3c_rome_civil_economy_seize_the_imperial_treasury	3c_gallicemp_civil_economy	1
3c_gallicemp_civil_economy_004_extend_labour_facilities	main_3c	3c_gallicemp	1	3c_rome_civil_economy_extend_labour_facilities	3c_gallicemp_civil_economy	2
3c_gallicemp_civil_economy_005_regulate_commerce	main_3c	3c_gallicemp	5	3c_rome_civil_economy_regulate_commerce	3c_gallicemp_civil_economy	2
3c_gallicemp_civil_economy_006_procure_egyptian_grain	main_3c	3c_gallicemp	4	3c_rome_civil_economy_procure_egyptian_grain	3c_gallicemp_civil_economy	3
3c_gallicemp_civil_economy_007_restrict_the_coloni	main_3c	3c_gallicemp	1	3c_rome_civil_economy_restrict_the_coloni	3c_gallicemp_civil_economy	4
3c_gallicemp_civil_economy_008_implement_monetary_reformation	main_3c	3c_gallicemp	5	3c_rome_civil_economy_implement_monetary_reformation	3c_gallicemp_civil_economy	4
3c_gallicemp_civil_economy_009_invest_in_agriculture	main_3c	3c_gallicemp	4	3c_gallicemp_civil_economy_invest_in_agriculture	3c_gallicemp_civil_economy	5
3c_gallicemp_civil_governance_001_assume_power	main_3c	3c_gallicemp	1	3c_rome_civil_governance_assume_power	3c_gallicemp_civil_governance	0
3c_gallicemp_civil_governance_002_expand_city_planning	main_3c	3c_gallicemp	5	3c_rome_civil_governance_expand_city_planning	3c_gallicemp_civil_governance	0
3c_gallicemp_civil_governance_003_ogranize_construction_projects	main_3c	3c_gallicemp	4	3c_rome_civil_governance_ogranize_construction_projects	3c_gallicemp_civil_governance	1
