effect	icon	priority	icon_negative
age_agent_action_gain_wealth	data/ui/campaign ui/effect_bundles/wealth_positive.png	101	data/ui/campaign ui/effect_bundles/construction_positive.png
age_agent_action_success_chance_assassination	data/ui/campaign ui/effect_bundles/agent_positive.png	101	data/ui/campaign ui/effect_bundles/agent_negative.png
age_agent_agriculture_gdp_mod_local_province_deployed	data/ui/campaign ui/effect_bundles/wealth_positive.png	101	data/ui/campaign ui/effect_bundles/wealth_negative.png
age_agent_all_attributes_mod	data/ui/campaign ui/effect_bundles/agent_positive.png	101	data/ui/campaign ui/effect_bundles/authority_negative.png
age_agent_all_attributes_mod_parent_army_general	data/ui/campaign ui/effect_bundles/agent_positive.png	102	data/ui/campaign ui/effect_bundles/agent_negative.png
age_agent_armour_mod_parent_army	data/ui/campaign ui/effect_bundles/military_positive.png	102	data/ui/campaign ui/effect_bundles/military_negative.png
age_agent_armour_new_recruit_local_province_deployed	data/ui/campaign ui/effect_bundles/military_positive.png	101	data/ui/campaign ui/effect_bundles/military_negative.png
age_agent_assist_province_recruitment_slots	data/ui/campaign ui/effect_bundles/army_positive.png	270	data/ui/campaign ui/effect_bundles/army_negative.png
age_agent_assist_province_training_melee_attack_all	data/ui/campaign ui/effect_bundles/melee_positive.png	101	data/ui/campaign ui/effect_bundles/melee_negative.png
age_agent_assist_province_training_morale_all	data/ui/campaign ui/effect_bundles/morale_positive.png	215	data/ui/campaign ui/effect_bundles/morale_negative.png
age_agent_attack_garrison_public_order	data/ui/campaign ui/effect_bundles/public_order_negative.png	101	data/ui/campaign ui/effect_bundles/public_order_positive.png
age_agent_attack_garrison_replenishment_rate	data/ui/campaign ui/effect_bundles/replenishment_negative.png	101	data/ui/campaign ui/effect_bundles/replenishment_positive.png
age_agent_attribute_authority_mod_generals	data/ui/campaign ui/effect_bundles/authority_positive.png	101	data/ui/campaign ui/effect_bundles/authority_negative.png
age_agent_attribute_subterfuge_mod_generals	data/ui/campaign ui/effect_bundles/subterfuge_positive.png	101	data/ui/campaign ui/effect_bundles/subterfuge_negative.png
age_agent_attribute_zeal_mod_generals	data/ui/campaign ui/effect_bundles/zeal_positive.png	101	data/ui/campaign ui/effect_bundles/zeal_negative.png
age_agent_attrition_mod_local_region_or_parent_army	data/ui/campaign ui/effect_bundles/replenishment_negative.png	101	data/ui/campaign ui/effect_bundles/replenishment_positive.png
age_agent_attrition_mod_siege_parent_army	data/ui/campaign ui/effect_bundles/replenishment_negative.png	101	data/ui/campaign ui/effect_bundles/replenishment_positive.png
age_agent_attrition_to_region_owner	data/ui/campaign ui/effect_bundles/replenishment_positive.png	101	data/ui/campaign ui/effect_bundles/replenishment_negative.png
age_agent_auxiliary_recruitment_cost_mod_local_province_deployed	data/ui/campaign ui/effect_bundles/wealth_negative.png	101	data/ui/campaign ui/effect_bundles/wealth_positive.png
age_agent_building_cost_mod_local_province_deployed	data/ui/campaign ui/effect_bundles/construction_negative.png	30	data/ui/campaign ui/effect_bundles/construction_positive.png
age_agent_cavalry_upkeep_parent_army	data/ui/campaign ui/effect_bundles/army_negative.png	101	data/ui/campaign ui/effect_bundles/army_positive.png
age_agent_champion_assassination_success_reveal	data/ui/campaign ui/effect_bundles/champion_positive.png	101	data/ui/campaign ui/effect_bundles/champion_negative.png
age_agent_champion_morale_cavalry_parent_army	data/ui/campaign ui/effect_bundles/morale_positive.png	101	data/ui/campaign ui/effect_bundles/morale_negative.png
age_agent_champion_reduce_movement_range_fail_assassination	data/ui/campaign ui/effect_bundles/campaign_movement_negative.png	101	data/ui/campaign ui/effect_bundles/campaign_movement_positive.png
age_agent_champion_unlock_demoralize	data/ui/campaign ui/effect_bundles/champion_positive.png	101	data/ui/campaign ui/effect_bundles/champion_positive.png
age_agent_champion_upkeep_cavalry_parent_army	data/ui/campaign ui/effect_bundles/military_spending_negative.png	101	data/ui/campaign ui/effect_bundles/military_spending_positive.png
age_agent_charge_bonus_parent_army	data/ui/campaign ui/effect_bundles/charge_positive.png	101	data/ui/campaign ui/effect_bundles/charge_negative.png
age_agent_civil_research_enemy_region_deployed	data/ui/campaign ui/effect_bundles/technology_positive.png	101	data/ui/campaign ui/effect_bundles/technology_positive.png
age_agent_commander_unit_melee_attack_mod	data/ui/campaign ui/effect_bundles/melee_positive.png	101	data/ui/campaign ui/effect_bundles/defence_negative.png
age_agent_commander_unit_melee_attack_mod_parent_army	data/ui/campaign ui/effect_bundles/melee_positive.png	101	data/ui/campaign ui/effect_bundles/defence_negative.png
age_agent_commander_unit_melee_defence_mod	data/ui/campaign ui/effect_bundles/melee_positive.png	101	data/ui/campaign ui/effect_bundles/defence_negative.png
age_agent_commander_unit_melee_defence_mod_parent_army	data/ui/campaign ui/effect_bundles/melee_positive.png	101	data/ui/campaign ui/effect_bundles/defence_negative.png
age_agent_culture_conversion_local_province_on_success	data/ui/campaign ui/effect_bundles/religion_positive.png	101	data/ui/campaign ui/effect_bundles/religion_negative.png
age_agent_culture_conversion_local_province_passive	data/ui/campaign ui/effect_bundles/religion_positive.png	105	data/ui/campaign ui/effect_bundles/religion_negative.png
age_agent_dignitary_refund_action_points_on_failure	data/ui/campaign ui/effect_bundles/dignitary_positive.png	101	data/ui/campaign ui/effect_bundles/dignitary_negative.png
age_agent_dignitary_unlock_blood_sacrifice	data/ui/campaign ui/effect_bundles/dignitary_positive.png	101	data/ui/campaign ui/effect_bundles/dignitary_negative.png
age_agent_dignitary_unlock_bribe_general	data/ui/campaign ui/effect_bundles/dignitary_positive.png	101	data/ui/campaign ui/effect_bundles/dignitary_negative.png
age_agent_dignitary_unlock_convert	data/ui/campaign ui/effect_bundles/dignitary_positive.png	101	data/ui/campaign ui/effect_bundles/dignitary_negative.png
age_agent_dignitary_unlock_discredit	data/ui/campaign ui/effect_bundles/dignitary_positive.png	101	data/ui/campaign ui/effect_bundles/dignitary_positive.png
age_agent_diplomacy_local_faction	data/ui/campaign ui/effect_bundles/diplomacy_positive.png	101	data/ui/campaign ui/effect_bundles/diplomacy_positive.png
age_agent_diplomacy_mod_local_region_owner_deployed	data/ui/campaign ui/effect_bundles/diplomacy_positive.png	101	data/ui/campaign ui/effect_bundles/diplomacy_positive.png
age_agent_diplomacy_mod_local_region_owner_deployed_noscale	data/ui/campaign ui/effect_bundles/diplomacy_positive.png	101	data/ui/campaign ui/effect_bundles/diplomacy_negative.png
age_agent_enable_frenzy_cooldown_mod	data/ui/campaign ui/effect_bundles/special_ability.png	102	data/ui/campaign ui/effect_bundles/special_ability.png
age_agent_enable_frenzy_cooldown_mod_parent_army	data/ui/campaign ui/effect_bundles/special_ability.png	102	data/ui/campaign ui/effect_bundles/special_ability.png
age_agent_enable_frenzy_parent_army	data/ui/campaign ui/effect_bundles/charge_positive.png	101	data/ui/campaign ui/effect_bundles/charge_negative.png
age_agent_enemy_action_success_chance_mod	data/ui/campaign ui/effect_bundles/agent_negative.png	101	data/ui/campaign ui/effect_bundles/agent_positive.png
age_agent_enemy_action_success_chance_mod_local_province_parent_army	data/ui/campaign ui/effect_bundles/agent_negative.png	101	data/ui/campaign ui/effect_bundles/agent_positive.png
age_agent_enemy_action_success_chance_mod_local_province_while_deployed	data/ui/campaign ui/effect_bundles/agent_negative.png	102	data/ui/campaign ui/effect_bundles/agent_positive.png
age_agent_enemy_action_success_chance_mod_zeal	data/ui/campaign ui/effect_bundles/agent_negative.png	101	data/ui/campaign ui/effect_bundles/agent_positive.png
age_agent_enemy_morale_mod_deployed	data/ui/campaign ui/effect_bundles/morale_negative.png	101	data/ui/campaign ui/effect_bundles/morale_positive.png
age_agent_experience_distance	data/ui/campaign ui/effect_bundles/experience_positive.png	101	data/ui/campaign ui/effect_bundles/experience_negative.png
age_agent_force_armour_mod_local_region_deployed	data/ui/campaign ui/effect_bundles/military_negative.png	101	data/ui/campaign ui/effect_bundles/military_positive.png
age_agent_force_melee_damage_mod_local_region_deployed	data/ui/campaign ui/effect_bundles/melee_negative.png	101	data/ui/campaign ui/effect_bundles/melee_positive.png
age_agent_force_unit_mod_melee_attack_parent_army	data/ui/campaign ui/effect_bundles/melee_positive.png	20	data/ui/campaign ui/effect_bundles/melee_negative.png
age_agent_force_unit_mod_mercenary_melee_attack_parent_army	data/ui/campaign ui/effect_bundles/melee_positive.png	20	data/ui/campaign ui/effect_bundles/melee_negative.png
age_agent_force_unit_mod_mercenary_melee_defence_parent_army	data/ui/campaign ui/effect_bundles/melee_positive.png	20	data/ui/campaign ui/effect_bundles/melee_negative.png
age_agent_force_unit_mod_mercenary_morale_parent_army	data/ui/campaign ui/effect_bundles/morale_positive.png	101	data/ui/campaign ui/effect_bundles/morale_negative.png
age_agent_foreign_culture_penaly_while_deployed	data/ui/campaign ui/effect_bundles/public_order_negative.png	100	data/ui/campaign ui/effect_bundles/public_order_positive.png
age_agent_gdp_mod_all_local_province_deployed_authority	data/ui/campaign ui/effect_bundles/wealth_positive.png	101	data/ui/campaign ui/effect_bundles/wealth_negative.png
age_agent_gdp_mod_all_local_province_deployed_subterfuge	data/ui/campaign ui/effect_bundles/wealth_positive.png	101	data/ui/campaign ui/effect_bundles/wealth_negative.png
age_agent_gdp_mod_all_local_province_deployed_subterfuge_dignitary	data/ui/campaign ui/effect_bundles/wealth_positive.png	101	data/ui/campaign ui/effect_bundles/wealth_negative.png
age_agent_gdp_mod_all_local_province_deployed_zeal	data/ui/campaign ui/effect_bundles/wealth_positive.png	101	data/ui/campaign ui/effect_bundles/wealth_negative.png
age_agent_gdp_mod_culture_local_province_deployed	data/ui/campaign ui/effect_bundles/wealth_positive.png	163	data/ui/campaign ui/effect_bundles/wealth_negative.png
age_agent_gdp_trade_all_mod_local_province_deployed	data/ui/campaign ui/effect_bundles/trade_positive.png	101	data/ui/campaign ui/effect_bundles/trade_negative.png
age_agent_growth_local_province	data/ui/campaign ui/effect_bundles/growth_positive.png	101	data/ui/campaign ui/effect_bundles/growth_negative.png
age_agent_growth_mod_local_province_deployed	data/ui/campaign ui/effect_bundles/growth_positive.png	30	data/ui/campaign ui/effect_bundles/growth_negative.png
age_agent_hinder_agent_success_chance_mod	data/ui/campaign ui/effect_bundles/agent_positive.png	101	data/ui/campaign ui/effect_bundles/agent_negative.png
age_agent_line_of_sight_extension_while_deployed	data/ui/campaign ui/effect_bundles/subterfuge_positive.png	101	data/ui/campaign ui/effect_bundles/subterfuge_negative.png
age_agent_line_of_sight_mod	data/ui/campaign ui/effect_bundles/agent_positive.png	100	data/ui/campaign ui/effect_bundles/army_negative.png
age_agent_line_of_sight_mod_parent_army	data/ui/campaign ui/effect_bundles/army_positive.png	101	data/ui/campaign ui/effect_bundles/agent_negative.png
age_agent_line_of_sight_mod_parent_army_authority	data/ui/campaign ui/effect_bundles/army_positive.png	101	data/ui/campaign ui/effect_bundles/agent_negative.png
age_agent_local_province_attribute_mod	data/ui/campaign ui/effect_bundles/agent_positive.png	101	data/ui/campaign ui/effect_bundles/agent_negative.png
age_agent_local_province_attribute_mod_deployed	data/ui/campaign ui/effect_bundles/agent_positive.png	101	data/ui/campaign ui/effect_bundles/agent_negative.png
age_agent_local_region_steal_income_mod_deployed	data/ui/campaign ui/effect_bundles/wealth_positive.png	100	data/ui/campaign ui/effect_bundles/wealth_negative.png
age_agent_looting_gold_increase	data/ui/campaign ui/effect_bundles/loot_raid_positive.png	101	data/ui/campaign ui/effect_bundles/loot_raid_positive.png
age_agent_melee_attack_inf_spr_parent_army	data/ui/campaign ui/effect_bundles/melee_positive.png	101	data/ui/campaign ui/effect_bundles/melee_negative.png
age_agent_melee_attack_local_province_deployed	data/ui/campaign ui/effect_bundles/melee_positive.png	101	data/ui/campaign ui/effect_bundles/melee_negative.png
age_agent_melee_attack_mod_parent_army_authority	data/ui/campaign ui/effect_bundles/military_positive.png	103	data/ui/campaign ui/effect_bundles/military_negative.png
age_agent_melee_damage_mod_local_province_include_enemy_deployed	data/ui/campaign ui/effect_bundles/melee_positive.png	100	data/ui/campaign ui/effect_bundles/melee_negative.png
age_agent_melee_damage_mod_parent_army	data/ui/campaign ui/effect_bundles/melee_positive.png	100	data/ui/campaign ui/effect_bundles/melee_negative.png
age_agent_melee_damage_new_recruit_local_province_deployed	data/ui/campaign ui/effect_bundles/melee_positive.png	100	data/ui/campaign ui/effect_bundles/melee_negative.png
age_agent_melee_defence_inf_spr_parent_army	data/ui/campaign ui/effect_bundles/defence_positive.png	101	data/ui/campaign ui/effect_bundles/defence_negative.png
age_agent_melee_defence_parent_army	data/ui/campaign ui/effect_bundles/melee_positive.png	20	data/ui/campaign ui/effect_bundles/melee_negative.png
age_agent_mercenary_cost_mod_local_province_deployed	data/ui/campaign ui/effect_bundles/army_negative.png	101	data/ui/campaign ui/effect_bundles/army_positive.png
age_agent_mercenary_province_pool_replenishment_mod_deployed	data/ui/campaign ui/effect_bundles/military_positive.png	102	data/ui/campaign ui/effect_bundles/military_negative.png
age_agent_military_research_enemy_region_deployed	data/ui/campaign ui/effect_bundles/technology_positive.png	101	data/ui/campaign ui/effect_bundles/technology_positive.png
age_agent_missile_damage_mod_local_province_include_enemy_deployed	data/ui/campaign ui/effect_bundles/accuracy_positive.png	101	data/ui/campaign ui/effect_bundles/accuracy_negative.png
age_agent_missile_damage_mod_parent_army	data/ui/campaign ui/effect_bundles/accuracy_positive.png	101	data/ui/campaign ui/effect_bundles/accuracy_negative.png
age_agent_missile_range_mod_parent_army	data/ui/campaign ui/effect_bundles/archer_positive.png	101	data/ui/campaign ui/effect_bundles/archer_negative.png
age_agent_mod_cooldown_rate_parent_army	data/ui/campaign ui/effect_bundles/special_ability.png	5	data/ui/campaign ui/effect_bundles/special_ability.png
age_agent_morale_factionwide_assassination_morale	data/ui/campaign ui/effect_bundles/morale_positive.png	101	data/ui/campaign ui/effect_bundles/morale_negative.png
age_agent_morale_inf_spr_parent_army	data/ui/campaign ui/effect_bundles/morale_positive.png	101	data/ui/campaign ui/effect_bundles/morale_negative.png
age_agent_morale_local_province_deployed	data/ui/campaign ui/effect_bundles/morale_positive.png	101	data/ui/campaign ui/effect_bundles/morale_negative.png
age_agent_morale_parent_army	data/ui/campaign ui/effect_bundles/morale_positive.png	101	data/ui/campaign ui/effect_bundles/morale_negative.png
age_agent_morale_unarmoured_units_parent_army	data/ui/campaign ui/effect_bundles/morale_positive.png	101	data/ui/campaign ui/effect_bundles/morale_negative.png
age_agent_movement_mod	data/ui/campaign ui/effect_bundles/campaign_movement_positive.png	101	data/ui/campaign ui/effect_bundles/campaign_movement_negative.png
age_agent_movement_mod_zeal	data/ui/campaign ui/effect_bundles/campaign_movement_positive.png	101	data/ui/campaign ui/effect_bundles/campaign_movement_negative.png
age_agent_movement_range	data/ui/campaign ui/effect_bundles/campaign_movement_positive.png	101	data/ui/campaign ui/effect_bundles/campaign_movement_negative.png
age_agent_movement_range_mod_all_agents_on_success	data/ui/campaign ui/effect_bundles/campaign_movement_positive.png	100	data/ui/campaign ui/effect_bundles/campaign_movement_negative.png
