from	to
3c_rome_lumber_3	3c_rome_lumber_4
3c_rome_marble_1	3c_rome_marble_2
3c_rome_marble_2	3c_rome_marble_3
3c_rome_marble_3	3c_rome_marble_4
3c_rome_military_1	3c_rome_military_2
3c_rome_military_2	3c_rome_military_3
3c_rome_military_3	3c_rome_military_cavalry_4
3c_rome_military_3	3c_rome_military_infantry_4
3c_rome_military_aux_1	3c_rome_military_aux_2
3c_rome_military_aux_2	3c_rome_military_aux_3
3c_rome_military_buff_1	3c_rome_military_buff_attack_2
3c_rome_military_buff_1	3c_rome_military_buff_defence_2
3c_rome_military_buff_1	3c_rome_military_buff_horse_2
3c_rome_military_buff_1	3c_rome_military_buff_range_2
3c_rome_military_buff_attack_2	3c_rome_military_buff_attack_3
3c_rome_military_buff_defence_2	3c_rome_military_buff_defence_3
3c_rome_military_buff_horse_2	3c_rome_military_buff_horse_3
3c_rome_military_buff_range_2	3c_rome_military_buff_range_3
3c_rome_military_siege_1	3c_rome_military_siege_2
3c_rome_military_siege_2	3c_rome_military_siege_3
3c_rome_navalbuff_1	3c_rome_navalbuff_2
3c_rome_navalbuff_2	3c_rome_navalbuff_3
3c_rome_navalbuff_3	3c_rome_navalbuff_4
3c_rome_olive_1	3c_rome_olive_2
3c_rome_olive_2	3c_rome_olive_3
3c_rome_olive_3	3c_rome_olive_4
3c_rome_port_1	3c_rome_port_fish_2
3c_rome_port_1	3c_rome_port_military_2
3c_rome_port_1	3c_rome_port_patrol_2
3c_rome_port_1	3c_rome_port_trade_2
3c_rome_port_fish_2	3c_rome_port_fish_3
3c_rome_port_fish_3	3c_rome_port_fish_4
3c_rome_port_military_2	3c_rome_port_military_3
3c_rome_port_military_3	3c_rome_port_military_4
3c_rome_port_patrol_2	3c_rome_port_patrol_3
3c_rome_port_patrol_3	3c_rome_port_patrol_4
3c_rome_port_trade_2	3c_rome_port_trade_3
3c_rome_port_trade_3	3c_rome_port_trade_4
3c_rome_purple_dye_1	3c_rome_purple_dye_2
3c_rome_purple_dye_2	3c_rome_purple_dye_3
3c_rome_purple_dye_3	3c_rome_purple_dye_4
3c_rome_religious_1	3c_rome_religious_jupiter_2
3c_rome_religious_1	3c_rome_religious_mars_2
3c_rome_religious_1	3c_rome_religious_minerva_2
3c_rome_religious_1	3c_rome_religious_neptune_2
3c_rome_religious_1	3c_rome_religious_sol_invictus_2
3c_rome_religious_1	3c_rome_religious_vulcan_2
3c_rome_religious_jupiter_2	3c_rome_religious_jupiter_3
3c_rome_religious_jupiter_3	3c_rome_religious_jupiter_4
3c_rome_religious_mars_2	3c_rome_religious_mars_3
3c_rome_religious_mars_3	3c_rome_religious_mars_4
3c_rome_religious_minerva_2	3c_rome_religious_minerva_3
3c_rome_religious_minerva_3	3c_rome_religious_minerva_4
3c_rome_religious_neptune_2	3c_rome_religious_neptune_3
3c_rome_religious_neptune_3	3c_rome_religious_neptune_4
3c_rome_religious_sol_invictus_2	3c_rome_religious_sol_invictus_3
3c_rome_religious_sol_invictus_3	3c_rome_religious_sol_invictus_4
3c_rome_religious_sol_invictus_4	3c_rome_religious_sol_invictus_5
3c_rome_religious_vulcan_2	3c_rome_religious_vulcan_3
3c_rome_religious_vulcan_3	3c_rome_religious_vulcan_4
3c_rome_sanitation_1	3c_rome_sanitation_baths_2
3c_rome_sanitation_1	3c_rome_sanitation_sewer_2
3c_rome_sanitation_1	3c_rome_sanitation_tank_2
3c_rome_sanitation_baths_2	3c_rome_sanitation_baths_3
3c_rome_sanitation_baths_3	3c_rome_sanitation_baths_4
3c_rome_sanitation_sewer_2	3c_rome_sanitation_sewer_3
3c_rome_sanitation_sewer_3	3c_rome_sanitation_sewer_4
3c_rome_sanitation_sewer_4	3c_rome_sanitation_sewer_5
3c_rome_sanitation_tank_2	3c_rome_sanitation_tank_3
3c_rome_sanitation_tank_3	3c_rome_sanitation_tank_4
3c_rome_sanitation_tank_4	3c_rome_sanitation_tank_5
3c_rome_silk_1	3c_rome_silk_2
3c_rome_silk_2	3c_rome_silk_3
3c_rome_silk_3	3c_rome_silk_4
3c_rome_town_1	3c_rome_town_civil_2
3c_rome_town_1	3c_rome_town_farm_2
3c_rome_town_1	3c_rome_town_trade_2
3c_rome_town_centre_1	3c_rome_town_centre_theatre_2
3c_rome_town_centre_1	3c_rome_town_centre_trade_2
3c_rome_town_centre_theatre_2	3c_rome_town_centre_theatre_3
3c_rome_town_centre_theatre_3	3c_rome_town_centre_theatre_4
3c_rome_town_centre_trade_2	3c_rome_town_centre_trade_3
3c_rome_town_centre_trade_3	3c_rome_town_centre_trade_4
3c_rome_town_civil_2	3c_rome_town_civil_3
3c_rome_town_civil_3	3c_rome_town_civil_4
3c_rome_town_farm_2	3c_rome_town_farm_3
3c_rome_town_farm_3	3c_rome_town_farm_4
3c_rome_town_trade_2	3c_rome_town_trade_3
3c_rome_town_trade_3	3c_rome_town_trade_4
3c_rome_wine_1	3c_rome_wine_2
3c_rome_wine_2	3c_rome_wine_3
3c_rome_wine_3	3c_rome_wine_4
3c_sassanid_military_infantry_1	3c_sassanid_military_infantry_2
3c_sassanid_military_infantry_2	3c_sassanid_military_infantry_3
3c_sassanid_military_infantry_3	3c_sassanid_military_infantry_4
3c_sassanid_navalbuff_1	3c_sassanid_navalbuff_2
3c_sassanid_navalbuff_2	3c_sassanid_navalbuff_3
3c_sassanid_navalbuff_3	3c_sassanid_navalbuff_4
3c_sassanid_religious_1	3c_sassanid_religious_christ_2
3c_sassanid_religious_1	3c_sassanid_religious_fire_2
3c_sassanid_religious_1	3c_sassanid_religious_royal_2
3c_sassanid_religious_1	3c_sassanid_religious_tower_2
3c_sassanid_religious_christ_2	3c_sassanid_religious_christ_3
3c_sassanid_religious_christ_3	3c_sassanid_religious_christ_4
3c_sassanid_religious_christ_4	3c_sassanid_religious_christ_5
3c_sassanid_religious_fire_2	3c_sassanid_religious_fire_3
3c_sassanid_religious_fire_3	3c_sassanid_religious_fire_4
3c_sassanid_religious_royal_2	3c_sassanid_religious_royal_3
3c_sassanid_religious_royal_3	3c_sassanid_religious_royal_4
3c_sassanid_religious_royal_4	3c_sassanid_religious_royal_5
3c_sassanid_religious_tower_2	3c_sassanid_religious_tower_3
3c_sassanid_religious_tower_3	3c_sassanid_religious_tower_4
all_mine_1	all_mine_2
all_mine_2	all_mine_3
all_mine_3	all_mine_4
barb_agriculture_1	barb_agriculture_cattle_2
barb_agriculture_1	barb_agriculture_farm_2
barb_agriculture_1	barb_agriculture_horse_2
barb_agriculture_cattle_2	barb_agriculture_cattle_3
barb_agriculture_cattle_3	barb_agriculture_cattle_4
barb_agriculture_farm_2	barb_agriculture_farm_3
barb_agriculture_farm_3	barb_agriculture_farm_4
barb_agriculture_horse_2	barb_agriculture_horse_3
barb_agriculture_horse_3	barb_agriculture_horse_4
barb_agriculture_minor_1	barb_agriculture_minor_cattle_2
barb_agriculture_minor_1	barb_agriculture_minor_farm_2
barb_agriculture_minor_1	barb_agriculture_minor_horse_2
barb_agriculture_minor_cattle_2	barb_agriculture_minor_cattle_3
barb_agriculture_minor_cattle_3	barb_agriculture_minor_cattle_4
barb_agriculture_minor_farm_2	barb_agriculture_minor_farm_3
barb_agriculture_minor_farm_3	barb_agriculture_minor_farm_4
barb_agriculture_minor_horse_2	barb_agriculture_minor_horse_3
barb_agriculture_minor_horse_3	barb_agriculture_minor_horse_4
barb_agriculture_minor_nomad_1	barb_agriculture_minor_nomad_camp_2
barb_agriculture_minor_nomad_1	barb_agriculture_minor_nomad_herd_2
barb_agriculture_minor_nomad_1	barb_agriculture_minor_nomad_weaver_2
barb_agriculture_minor_nomad_camp_2	barb_agriculture_minor_nomad_camp_3
barb_agriculture_minor_nomad_camp_3	barb_agriculture_minor_nomad_camp_4
barb_agriculture_minor_nomad_herd_2	barb_agriculture_minor_nomad_herd_3
barb_agriculture_minor_nomad_herd_3	barb_agriculture_minor_nomad_herd_4
barb_agriculture_minor_nomad_weaver_2	barb_agriculture_minor_nomad_weaver_3
barb_agriculture_minor_nomad_weaver_3	barb_agriculture_minor_nomad_weaver_4
barb_agriculture_nomad_1	barb_agriculture_nomad_camp_2
barb_agriculture_nomad_1	barb_agriculture_nomad_herd_2
barb_agriculture_nomad_1	barb_agriculture_nomad_weaver_2
barb_agriculture_nomad_camp_2	barb_agriculture_nomad_camp_3
barb_agriculture_nomad_camp_3	barb_agriculture_nomad_camp_4
barb_agriculture_nomad_herd_2	barb_agriculture_nomad_herd_3
barb_agriculture_nomad_herd_3	barb_agriculture_nomad_herd_4
barb_agriculture_nomad_weaver_2	barb_agriculture_nomad_weaver_3
barb_agriculture_nomad_weaver_3	barb_agriculture_nomad_weaver_4
barb_amber_1	barb_amber_2
barb_amber_2	barb_amber_3
barb_amber_3	barb_amber_4
barb_artisan_1	barb_artisan_bronze_2
barb_artisan_1	barb_artisan_coin_2
barb_artisan_1	barb_artisan_maker_2
barb_artisan_bronze_2	barb_artisan_bronze_3
barb_artisan_bronze_3	barb_artisan_bronze_4
barb_artisan_coin_2	barb_artisan_coin_3
barb_artisan_coin_3	barb_artisan_coin_4
barb_artisan_maker_2	barb_artisan_maker_3
barb_artisan_maker_3	barb_artisan_maker_4
barb_city_1	barb_city_2
barb_city_2	barb_city_3
barb_city_3	barb_city_industry_4
barb_city_3	barb_city_trade_4
barb_city_3	barb_city_tribal_4
barb_commons_1	barb_commons_chieftan_2
barb_commons_1	barb_commons_lore_2
barb_commons_1	barb_commons_market_2
barb_commons_1	barb_commons_slave_2
barb_commons_1	barb_commons_storage_2
barb_commons_chieftan_2	barb_commons_chieftan_3
barb_commons_chieftan_3	barb_commons_chieftan_4
barb_commons_chieftan_4	barb_commons_chieftan_5
barb_commons_lore_2	barb_commons_lore_3
barb_commons_lore_3	barb_commons_lore_4
barb_commons_market_2	barb_commons_market_3
barb_commons_market_3	barb_commons_market_4
barb_commons_nomad_1	barb_commons_nomad_chieftan_2
barb_commons_nomad_1	barb_commons_nomad_lore_2
barb_commons_nomad_1	barb_commons_nomad_market_2
barb_commons_nomad_1	barb_commons_nomad_slave_2
barb_commons_nomad_1	barb_commons_nomad_storage_2
barb_commons_nomad_chieftan_2	barb_commons_nomad_chieftan_3
barb_commons_nomad_chieftan_3	barb_commons_nomad_chieftan_4
barb_commons_nomad_lore_2	barb_commons_nomad_lore_3
barb_commons_nomad_lore_3	barb_commons_nomad_lore_4
barb_commons_nomad_market_2	barb_commons_nomad_market_3
barb_commons_nomad_market_3	barb_commons_nomad_market_4
barb_commons_nomad_slave_2	barb_commons_nomad_slave_3
barb_commons_nomad_storage_2	barb_commons_nomad_storage_3
barb_commons_nomad_storage_3	barb_commons_nomad_storage_4
barb_commons_slave_2	barb_commons_slave_3
barb_commons_storage_2	barb_commons_storage_3
barb_commons_storage_3	barb_commons_storage_4
barb_craftsmen_1	barb_craftsmen_pot_2
barb_craftsmen_1	barb_craftsmen_salt_2
barb_craftsmen_1	barb_craftsmen_wood_2
barb_craftsmen_pot_2	barb_craftsmen_pot_3
barb_craftsmen_pot_3	barb_craftsmen_pot_4
barb_craftsmen_salt_2	barb_craftsmen_salt_3
barb_craftsmen_salt_3	barb_craftsmen_salt_4
barb_craftsmen_wood_2	barb_craftsmen_wood_3
barb_craftsmen_wood_3	barb_craftsmen_wood_4
barb_glass_1	barb_glass_2
barb_glass_2	barb_glass_3
barb_glass_3	barb_glass_4
barb_gold_1	barb_gold_2
barb_gold_2	barb_gold_3
barb_gold_3	barb_gold_4
barb_grain_1	barb_grain_2
barb_grain_2	barb_grain_3
barb_grain_3	barb_grain_4
barb_horse_1	barb_horse_2
barb_horse_2	barb_horse_3
barb_iron_1	barb_iron_armour_2
barb_iron_1	barb_iron_weapon_2
barb_iron_armour_2	barb_iron_armour_3
barb_iron_weapon_2	barb_iron_weapon_3
barb_lead_1	barb_lead_2
barb_lead_2	barb_lead_3
barb_lead_3	barb_lead_4
barb_leather_1	barb_leather_2
barb_leather_2	barb_leather_3
barb_leather_3	barb_leather_4
barb_lumber_1	barb_lumber_2
barb_lumber_2	barb_lumber_3
barb_lumber_3	barb_lumber_4
barb_marble_1	barb_marble_2
barb_marble_2	barb_marble_3
barb_marble_3	barb_marble_4
barb_military_buff_1	barb_military_buff_gold_2
barb_military_buff_1	barb_military_buff_grounds_2
barb_military_buff_1	barb_military_buff_tavern_2
barb_military_buff_gold_2	barb_military_buff_gold_3
barb_military_buff_gold_3	barb_military_buff_gold_4
barb_military_buff_grounds_2	barb_military_buff_grounds_3
barb_military_buff_grounds_3	barb_military_buff_grounds_4
barb_military_buff_tavern_2	barb_military_buff_tavern_3
barb_military_buff_tavern_3	barb_military_buff_tavern_4
barb_olive_1	barb_olive_2
barb_olive_2	barb_olive_3
barb_olive_3	barb_olive_4
barb_port_1	barb_port_fishing_2
barb_port_1	barb_port_military_2
barb_port_fishing_2	barb_port_fishing_3
barb_port_fishing_3	barb_port_fishing_4
barb_port_military_2	barb_port_military_3
barb_port_military_3	barb_port_military_4
barb_purple_dye_1	barb_purple_dye_2
barb_purple_dye_2	barb_purple_dye_3
barb_purple_dye_3	barb_purple_dye_4
barb_religious_1	barb_religious_cernunnos_2
barb_religious_1	barb_religious_epona_2
barb_religious_1	barb_religious_rosmerta_2
barb_religious_1	barb_religious_toutatis_2
barb_religious_briton_1	barb_religious_briton_andraste_2
barb_religious_briton_1	barb_religious_briton_epona_2
barb_religious_briton_1	barb_religious_briton_nodens_2
barb_religious_briton_1	barb_religious_briton_rosmerta_2
barb_religious_briton_1	barb_religious_briton_toutatis_2
barb_religious_briton_andraste_2	barb_religious_briton_andraste_3
barb_religious_briton_andraste_3	barb_religious_briton_andraste_4
barb_religious_briton_andraste_4	barb_religious_briton_andraste_5
barb_religious_briton_epona_2	barb_religious_briton_epona_3
barb_religious_briton_epona_3	barb_religious_briton_epona_4
barb_religious_briton_nodens_2	barb_religious_briton_nodens_3
barb_religious_briton_nodens_3	barb_religious_briton_nodens_4
barb_religious_briton_rosmerta_2	barb_religious_briton_rosmerta_3
barb_religious_briton_rosmerta_3	barb_religious_briton_rosmerta_4
barb_religious_briton_toutatis_2	barb_religious_briton_toutatis_3
barb_religious_briton_toutatis_3	barb_religious_briton_toutatis_4
barb_religious_cernunnos_2	barb_religious_cernunnos_3
barb_religious_cernunnos_3	barb_religious_cernunnos_4
barb_religious_dacian_1	barb_religious_dacian_derzerlas_2
barb_religious_dacian_1	barb_religious_dacian_gebelizis_2
barb_religious_dacian_1	barb_religious_dacian_kotys_2
barb_religious_dacian_1	barb_religious_dacian_pleistoros_2
barb_religious_dacian_1	barb_religious_dacian_zalmoxis_2
barb_religious_dacian_derzerlas_2	barb_religious_dacian_derzerlas_3
barb_religious_dacian_derzerlas_3	barb_religious_dacian_derzerlas_4
barb_religious_dacian_gebelizis_2	barb_religious_dacian_gebelizis_3
barb_religious_dacian_gebelizis_3	barb_religious_dacian_gebelizis_4
barb_religious_dacian_kotys_2	barb_religious_dacian_kotys_3
barb_religious_dacian_kotys_3	barb_religious_dacian_kotys_4
barb_religious_dacian_pleistoros_2	barb_religious_dacian_pleistoros_3
barb_religious_dacian_pleistoros_3	barb_religious_dacian_pleistoros_4
barb_religious_dacian_zalmoxis_2	barb_religious_dacian_zalmoxis_3
barb_religious_dacian_zalmoxis_3	barb_religious_dacian_zalmoxis_4
barb_religious_epona_2	barb_religious_epona_3
barb_religious_epona_3	barb_religious_epona_4
barb_religious_gaul_1	barb_religious_gaul_cernunnos_2
barb_religious_gaul_1	barb_religious_gaul_epona_2
barb_religious_gaul_1	barb_religious_gaul_gobannus_2
barb_religious_gaul_1	barb_religious_gaul_rosmerta_2
barb_religious_gaul_1	barb_religious_gaul_toutatis_2
barb_religious_gaul_cernunnos_2	barb_religious_gaul_cernunnos_3
barb_religious_gaul_cernunnos_3	barb_religious_gaul_cernunnos_4
barb_religious_gaul_epona_2	barb_religious_gaul_epona_3
barb_religious_gaul_epona_3	barb_religious_gaul_epona_4
barb_religious_gaul_gobannus_2	barb_religious_gaul_gobannus_3
barb_religious_gaul_gobannus_3	barb_religious_gaul_gobannus_4
barb_religious_gaul_rosmerta_2	barb_religious_gaul_rosmerta_3
barb_religious_gaul_rosmerta_3	barb_religious_gaul_rosmerta_4
barb_religious_gaul_toutatis_2	barb_religious_gaul_toutatis_3
barb_religious_gaul_toutatis_3	barb_religious_gaul_toutatis_4
barb_religious_gaul_toutatis_4	barb_religious_gaul_toutatis_5
barb_religious_german_1	barb_religious_german_austro_2
barb_religious_german_1	barb_religious_german_frijjo_2
barb_religious_german_1	barb_religious_german_teiwaz_2
barb_religious_german_1	barb_religious_german_thunaraz_2
barb_religious_german_1	barb_religious_german_wodanaz_2
barb_religious_german_austro_2	barb_religious_german_austro_3
barb_religious_german_austro_3	barb_religious_german_austro_4
barb_religious_german_frijjo_2	barb_religious_german_frijjo_3
barb_religious_german_frijjo_3	barb_religious_german_frijjo_4
barb_religious_german_teiwaz_2	barb_religious_german_teiwaz_3
barb_religious_german_teiwaz_3	barb_religious_german_teiwaz_4
barb_religious_german_teiwaz_4	barb_religious_german_teiwaz_5
barb_religious_german_thunaraz_2	barb_religious_german_thunaraz_3
barb_religious_german_thunaraz_3	barb_religious_german_thunaraz_4
barb_religious_german_wodanaz_2	barb_religious_german_wodanaz_3
barb_religious_german_wodanaz_3	barb_religious_german_wodanaz_4
barb_religious_iberian_1	barb_religious_iberian_ataegina_2
barb_religious_iberian_1	barb_religious_iberian_bandua_2
barb_religious_iberian_1	barb_religious_iberian_endovelicus_2
barb_religious_iberian_1	barb_religious_iberian_epona_2
barb_religious_iberian_1	barb_religious_iberian_nabia_2
barb_religious_iberian_ataegina_2	barb_religious_iberian_ataegina_3
barb_religious_iberian_ataegina_3	barb_religious_iberian_ataegina_4
barb_religious_iberian_ataegina_4	barb_religious_iberian_5
barb_religious_iberian_bandua_2	barb_religious_iberian_bandua_3
barb_religious_iberian_bandua_3	barb_religious_iberian_bandua_4
barb_religious_iberian_bandua_4	barb_religious_iberian_5
barb_religious_iberian_endovelicus_2	barb_religious_iberian_endovelicus_3
barb_religious_iberian_endovelicus_3	barb_religious_iberian_endovelicus_4
barb_religious_iberian_endovelicus_4	barb_religious_iberian_5
barb_religious_iberian_epona_2	barb_religious_iberian_epona_3
barb_religious_iberian_epona_3	barb_religious_iberian_epona_4
barb_religious_iberian_epona_4	barb_religious_iberian_5
barb_religious_iberian_nabia_2	barb_religious_iberian_nabia_3
barb_religious_iberian_nabia_3	barb_religious_iberian_nabia_4
barb_religious_iberian_nabia_4	barb_religious_iberian_5
barb_religious_illyrian_1	barb_religious_illyrian_anzotica_2
barb_religious_illyrian_1	barb_religious_illyrian_armatus_2
barb_religious_illyrian_1	barb_religious_illyrian_bindus_2
barb_religious_illyrian_1	barb_religious_illyrian_medaurus_2
barb_religious_illyrian_1	barb_religious_illyrian_vidasus_2
barb_religious_illyrian_anzotica_2	barb_religious_illyrian_anzotica_3
barb_religious_illyrian_anzotica_3	barb_religious_illyrian_anzotica_4
barb_religious_illyrian_armatus_2	barb_religious_illyrian_armatus_3
barb_religious_illyrian_armatus_3	barb_religious_illyrian_armatus_4
barb_religious_illyrian_bindus_2	barb_religious_illyrian_bindus_3
barb_religious_illyrian_bindus_3	barb_religious_illyrian_bindus_4
barb_religious_illyrian_medaurus_2	barb_religious_illyrian_medaurus_3
barb_religious_illyrian_medaurus_3	barb_religious_illyrian_medaurus_4
barb_religious_illyrian_vidasus_2	barb_religious_illyrian_vidasus_3
barb_religious_illyrian_vidasus_3	barb_religious_illyrian_vidasus_4
barb_religious_nomad_1	barb_religious_nomad_agrimpasa_2
barb_religious_nomad_1	barb_religious_nomad_api_2
barb_religious_nomad_1	barb_religious_nomad_goitosyros_2
barb_religious_nomad_1	barb_religious_nomad_papaios_2
barb_religious_nomad_1	barb_religious_nomad_tabiti_2
barb_religious_nomad_agrimpasa_2	barb_religious_nomad_agrimpasa_3
barb_religious_nomad_agrimpasa_3	barb_religious_nomad_agrimpasa_4
barb_religious_nomad_api_2	barb_religious_nomad_api_3
barb_religious_nomad_api_3	barb_religious_nomad_api_4
barb_religious_nomad_api_4	barb_religious_nomad_api_5
barb_religious_nomad_goitosyros_2	barb_religious_nomad_goitosyros_3
barb_religious_nomad_goitosyros_3	barb_religious_nomad_goitosyros_4
barb_religious_nomad_papaios_2	barb_religious_nomad_papaios_3
barb_religious_nomad_papaios_3	barb_religious_nomad_papaios_4
barb_religious_nomad_tabiti_2	barb_religious_nomad_tabiti_3
barb_religious_nomad_tabiti_3	barb_religious_nomad_tabiti_4
barb_religious_rosmerta_2	barb_religious_rosmerta_3
barb_religious_rosmerta_3	barb_religious_rosmerta_4
barb_religious_thrace_1	barb_religious_thrace_bendis_2
barb_religious_thrace_1	barb_religious_thrace_cabeiri_2
barb_religious_thrace_1	barb_religious_thrace_kotys_2
barb_religious_thrace_1	barb_religious_thrace_sabazios_2
barb_religious_thrace_1	barb_religious_thrace_zibelthiurdos_2
barb_religious_thrace_bendis_2	barb_religious_thrace_bendis_3
barb_religious_thrace_bendis_3	barb_religious_thrace_bendis_4
barb_religious_thrace_cabeiri_2	barb_religious_thrace_cabeiri_3
barb_religious_thrace_cabeiri_3	barb_religious_thrace_cabeiri_4
barb_religious_thrace_cabeiri_4	barb_religious_thrace_cabeiri_5
barb_religious_thrace_kotys_2	barb_religious_thrace_kotys_3
barb_religious_thrace_kotys_3	barb_religious_thrace_kotys_4
barb_religious_thrace_sabazios_2	barb_religious_thrace_sabazios_3
barb_religious_thrace_sabazios_3	barb_religious_thrace_sabazios_4
barb_religious_thrace_zibelthiurdos_2	barb_religious_thrace_zibelthiurdos_3
barb_religious_thrace_zibelthiurdos_3	barb_religious_thrace_zibelthiurdos_4
barb_religious_toutatis_2	barb_religious_toutatis_3
barb_religious_toutatis_3	barb_religious_toutatis_4
barb_silk_1	barb_silk_2
barb_silk_2	barb_silk_3
barb_silk_3	barb_silk_4
barb_spice_1	barb_spice_2
barb_spice_2	barb_spice_3
barb_spice_3	barb_spice_4
barb_town_1	barb_town_2
barb_town_2	barb_town_3
barb_town_3	barb_town_farm_4
barb_town_3	barb_town_tribal_4
barb_water_1	barb_water_canal_2
barb_water_1	barb_water_spring_2
barb_water_canal_2	barb_water_canal_3
barb_water_spring_2	barb_water_spring_3
barb_wine_1	barb_wine_2
barb_wine_2	barb_wine_3
barb_wine_3	barb_wine_4
dk_afr_city_centre_1	dk_afr_city_centre_arena_2
dk_afr_city_centre_1	dk_afr_city_centre_grain_2
dk_afr_city_centre_1	dk_afr_city_centre_library_2
dk_afr_city_centre_1	dk_afr_city_centre_palace_2
