trait_level	effect	effect_scope	value
inv_ch_tarchuna_4	rom_building_tax_level	this_character_local_province	12.0000
inv_ch_tarchuna_4	rom_character_gravitas_per_turn_mod	this_agent	4.0000
inv_ch_tarchuna_4	rom_character_political_party_loyalty	this_agent	8.0000
inv_ch_tarchuna_4	rom_force_campaign_mod_upkeep_land	this_general_army	-8.0000
inv_ch_tarchuna_5	rom_building_tax_level	this_character_local_province	15.0000
inv_ch_tarchuna_5	rom_character_gravitas_per_turn_mod	this_agent	5.0000
inv_ch_tarchuna_5	rom_character_political_party_loyalty	this_agent	10.0000
inv_ch_tarchuna_5	rom_force_campaign_mod_upkeep_land	this_general_army	-10.0000
inv_ch_tarchuna_6	rom_building_tax_level	this_character_local_province	18.0000
inv_ch_tarchuna_6	rom_character_gravitas_per_turn_mod	this_agent	6.0000
inv_ch_tarchuna_6	rom_character_political_party_loyalty	this_agent	12.0000
inv_ch_tarchuna_6	rom_force_campaign_mod_upkeep_land	this_general_army	-12.0000
inv_consul_prior_1	rom_character_province_public_order	this_character_local_province	4.0000
inv_dictator_1	rom_character_province_public_order	this_character_local_province	4.0000
inv_general_athens_1	rom_agent_attribute_authority_mod	this_general	3.0000
inv_general_athens_1	rom_agent_attribute_subterfuge_mod	this_general	5.0000
inv_general_athens_1	rom_agent_attribute_zeal_mod	this_general	3.0000
inv_general_athens_1	rom_force_campaign_mod_movement_range	this_army	15.0000
inv_general_athens_1	rom_force_campaign_mod_recruitment_cost_all	this_army	-5.0000
inv_general_athens_1	rom_force_campaign_mod_replenishment_rate	this_general_army	10.0000
inv_general_corinth_1	pel_force_unit_mod_ship_missile_rate	this_general_fleet	20.0000
inv_general_corinth_1	rom_agent_attribute_authority_mod	this_general	5.0000
inv_general_corinth_1	rom_agent_attribute_subterfuge_mod	this_general	3.0000
inv_general_corinth_1	rom_agent_attribute_zeal_mod	this_general	3.0000
inv_general_corinth_1	rom_force_campaign_mod_movement_range	this_general_fleet	15.0000
inv_general_corinth_1	rom_tech_military_navy_ship_hp_mod	this_general_fleet	10.0000
inv_general_sparta_1	rom_agent_attribute_authority_mod	this_general	3.0000
inv_general_sparta_1	rom_agent_attribute_subterfuge_mod	this_general	3.0000
inv_general_sparta_1	rom_agent_attribute_zeal_mod	this_general	5.0000
inv_general_sparta_1	rom_force_unit_mod_melee_attack	this_army	10.0000
inv_general_sparta_1	rom_force_unit_mod_melee_defence	this_army	10.0000
inv_general_sparta_1	rom_force_unit_mod_morale	this_army	10.0000
inv_sp_trait_female_greco_non_roman_humors_yellow_bile_1	rom_agent_attribute_authority_mod	this_agent	2.0000
inv_sp_trait_female_greco_non_roman_humors_yellow_bile_1	rom_character_gravitas_per_turn_mod	this_agent	1.0000
inv_sp_trait_female_non_roman_background_fighter_1	rom_agent_attribute_authority_mod	this_agent	-2.0000
inv_sp_trait_female_non_roman_background_fighter_1	rom_agent_attribute_subterfuge_mod	this_agent	2.0000
inv_sp_trait_female_non_roman_background_fighter_1	rom_agent_defence_wound_chance_mod	this_agent	30.0000
inv_sp_trait_female_non_roman_humors_phlegm_1	rom_agent_attribute_authority_mod	this_agent	-1.0000
inv_sp_trait_female_non_roman_humors_phlegm_1	rom_agent_attribute_subterfuge_mod	this_agent	2.0000
inv_sp_trait_female_non_roman_humors_phlegm_1	rom_fertility_mod	this_agent	-10.0000
inv_sp_trait_female_non_roman_virtues_personal_dignity_1	rom_agent_attribute_authority_mod	this_agent	1.0000
inv_sp_trait_female_non_roman_virtues_personal_frugality_1	rom_building_tax_level	this_character_local_province	5.0000
inv_sp_trait_female_non_roman_virtues_personal_frugality_1	rom_province_initiative_non_barbarian_taxes_mod_taxrate	this_character_local_province	10.0000
inv_sp_trait_female_non_roman_virtues_personal_gravity_1	rom_character_gravitas_per_turn_mod	this_agent	1.0000
inv_sp_trait_female_non_roman_virtues_personal_humanity_1	rom_agent_attribute_authority_mod	this_agent	2.0000
inv_sp_trait_female_non_roman_virtues_personal_humour_1	rom_agent_action_cost_mod	all_agents	-5.0000
inv_sp_trait_female_non_roman_virtues_personal_industriousness_1	rom_character_province_growth	this_character_local_province	1.0000
inv_sp_trait_female_non_roman_virtues_personal_mercy_1	rom_agent_attribute_authority_mod	this_agent	5.0000
inv_sp_trait_female_non_roman_virtues_personal_mercy_1	rom_agent_attribute_zeal_mod	this_agent	-3.0000
inv_sp_trait_female_non_roman_virtues_personal_prudence_1	rom_agent_attribute_subterfuge_mod	this_agent	1.0000
inv_sp_trait_female_non_roman_virtues_personal_prudence_1	rom_agent_attribute_zeal_mod	this_agent	-1.0000
inv_sp_trait_female_non_roman_virtues_personal_prudence_1	rom_character_power_to_ruling_party_per_turn	this_character_faction	1.0000
inv_sp_trait_female_non_roman_virtues_personal_tenacity_1	rom_agent_attribute_zeal_mod	this_agent	1.0000
inv_sp_trait_female_non_roman_virtues_personal_truthfulness_1	rom_agent_attribute_authority_mod	this_agent	5.0000
inv_sp_trait_female_non_roman_virtues_personal_truthfulness_1	rom_agent_attribute_subterfuge_mod	this_agent	-3.0000
inv_sp_trait_female_non_roman_virtues_personal_wholesomeness_1	rom_agent_attribute_zeal_mod	this_agent	-2.0000
inv_sp_trait_female_non_roman_virtues_personal_wholesomeness_1	rom_character_power_to_ruling_party_per_turn	this_character_faction	1.0000
inv_sp_trait_female_non_roman_virtues_personal_wholesomeness_1	rom_fertility_mod	this_agent	10.0000
inv_sp_trait_female_non_roman_virtues_public_dutifulness_1	rom_character_gravitas_per_turn_mod	this_agent	1.0000
inv_sp_trait_female_non_roman_virtues_public_forethought_1	rom_agent_attribute_subterfuge_mod	this_agent	2.0000
inv_sp_trait_female_non_roman_virtues_public_forethought_1	rom_agent_attribute_zeal_mod	this_agent	-1.0000
inv_sp_trait_female_non_roman_virtues_public_freedom_1	rom_building_slave_decrease_mod	this_character_local_province	20.0000
inv_sp_trait_female_non_roman_virtues_public_giving_1	rom_building_trade_tariffs_all	this_character_faction	-10.0000
inv_sp_trait_female_non_roman_virtues_public_giving_1	rom_character_province_public_order	this_character_local_province	3.0000
inv_sp_trait_female_non_roman_virtues_public_modesty_1	rom_agent_attribute_authority_mod	this_agent	1.0000
inv_sp_trait_female_non_roman_virtues_public_modesty_1	rom_building_culture_conversion_latin	this_agent	1.0000
inv_sp_trait_greco_non_roman_humors_yellow_bile_1	rom_character_gravitas_per_turn_mod	this_agent	1.0000
inv_sp_trait_greco_non_roman_humors_yellow_bile_1	rom_general_attribute_mod_zeal	this_agent	2.0000
inv_sp_trait_non_roman_background_fighter_1	rom_agent_attribute_authority_mod	this_agent	-2.0000
inv_sp_trait_non_roman_background_fighter_1	rom_agent_attribute_subterfuge_mod	this_agent	2.0000
inv_sp_trait_non_roman_background_fighter_1	rom_agent_defence_wound_chance_mod	this_agent	15.0000
inv_sp_trait_non_roman_humors_phlegm_1	rom_agent_attribute_authority_mod	this_agent	-1.0000
inv_sp_trait_non_roman_humors_phlegm_1	rom_agent_attribute_subterfuge_mod	this_agent	2.0000
inv_sp_trait_non_roman_humors_phlegm_1	rom_fertility_mod	this_agent	-10.0000
inv_sp_trait_non_roman_virtues_personal_dignity_1	rom_agent_attribute_authority_mod	this_agent	1.0000
inv_sp_trait_non_roman_virtues_personal_dignity_1	rom_character_gravitas_per_turn_mod	this_agent	1.0000
inv_sp_trait_non_roman_virtues_personal_frugality_1	rom_building_tax_level	this_character_local_province	5.0000
inv_sp_trait_non_roman_virtues_personal_frugality_1	rom_province_initiative_non_barbarian_taxes_mod_taxrate	this_character_local_province	10.0000
inv_sp_trait_non_roman_virtues_personal_gravity_1	rom_character_gravitas_per_turn_mod	this_agent	1.0000
inv_sp_trait_non_roman_virtues_personal_humanity_1	rom_agent_attribute_authority_mod	this_agent	2.0000
inv_sp_trait_non_roman_virtues_personal_humour_1	rom_agent_action_cost_mod	all_agents	-5.0000
inv_sp_trait_non_roman_virtues_personal_industriousness_1	rom_character_province_growth	this_character_local_province	1.0000
inv_sp_trait_non_roman_virtues_personal_mercy_1	rom_agent_attribute_authority_mod	this_agent	5.0000
inv_sp_trait_non_roman_virtues_personal_mercy_1	rom_agent_attribute_zeal_mod	this_agent	-3.0000
inv_sp_trait_non_roman_virtues_personal_prudence_1	rom_agent_attribute_subterfuge_mod	this_agent	1.0000
inv_sp_trait_non_roman_virtues_personal_prudence_1	rom_agent_attribute_zeal_mod	this_agent	-1.0000
inv_sp_trait_non_roman_virtues_personal_prudence_1	rom_character_power_to_ruling_party_per_turn	this_character_faction	1.0000
inv_sp_trait_non_roman_virtues_personal_tenacity_1	rom_agent_attribute_zeal_mod	this_agent	1.0000
inv_sp_trait_non_roman_virtues_personal_truthfulness_1	rom_agent_attribute_authority_mod	this_agent	5.0000
inv_sp_trait_non_roman_virtues_personal_truthfulness_1	rom_agent_attribute_subterfuge_mod	this_agent	-3.0000
inv_sp_trait_non_roman_virtues_personal_wholesomeness_1	rom_agent_attribute_zeal_mod	this_agent	-2.0000
inv_sp_trait_non_roman_virtues_personal_wholesomeness_1	rom_character_power_to_ruling_party_per_turn	this_character_faction	1.0000
inv_sp_trait_non_roman_virtues_personal_wholesomeness_1	rom_fertility_mod	this_agent	10.0000
inv_sp_trait_non_roman_virtues_public_dutifulness_1	rom_character_gravitas_per_turn_mod	this_agent	1.0000
inv_sp_trait_non_roman_virtues_public_forethought_1	rom_agent_attribute_subterfuge_mod	this_agent	2.0000
inv_sp_trait_non_roman_virtues_public_forethought_1	rom_agent_attribute_zeal_mod	this_agent	-1.0000
inv_sp_trait_non_roman_virtues_public_freedom_1	rom_building_slave_decrease_mod	this_character_local_province	20.0000
inv_sp_trait_non_roman_virtues_public_giving_1	rom_building_trade_tariffs_all	this_character_faction	-10.0000
inv_sp_trait_non_roman_virtues_public_giving_1	rom_character_province_public_order	this_character_local_province	3.0000
inv_sp_trait_non_roman_virtues_public_modesty_1	rom_building_culture_conversion_latin	this_agent	2.0000
inv_sp_trait_non_roman_virtues_public_modesty_1	rom_character_gravitas_per_turn_mod	this_agent	1.0000
inv_tribune_1	rom_character_province_public_order	this_character_local_province	4.0000
pel_alkibiades_1	rom_general_attribute_mod_subterfuge	this_agent	3.0000
pel_ch_athenai_1	rom_building_tax_level	this_character_local_province	3.0000
pel_ch_athenai_1	rom_character_gravitas_per_turn_mod	this_agent	1.0000
pel_ch_athenai_1	rom_character_political_party_loyalty	this_agent	2.0000
pel_ch_athenai_1	rom_force_campaign_mod_upkeep_land	this_general_army	-2.0000
pel_ch_athenai_2	rom_building_tax_level	this_character_local_province	6.0000
pel_ch_athenai_2	rom_character_gravitas_per_turn_mod	this_agent	2.0000
pel_ch_athenai_2	rom_character_political_party_loyalty	this_agent	4.0000
pel_ch_athenai_2	rom_force_campaign_mod_upkeep_land	this_general_army	-4.0000
pel_ch_athenai_3	rom_building_tax_level	this_character_local_province	9.0000
pel_ch_athenai_3	rom_character_gravitas_per_turn_mod	this_agent	3.0000
pel_ch_athenai_3	rom_character_political_party_loyalty	this_agent	6.0000
pel_ch_athenai_3	rom_force_campaign_mod_upkeep_land	this_general_army	-6.0000
pel_ch_athenai_4	rom_building_tax_level	this_character_local_province	12.0000
pel_ch_athenai_4	rom_character_gravitas_per_turn_mod	this_agent	4.0000
pel_ch_athenai_4	rom_character_political_party_loyalty	this_agent	8.0000
pel_ch_athenai_4	rom_force_campaign_mod_upkeep_land	this_general_army	-8.0000
pel_ch_athenai_5	rom_building_tax_level	this_character_local_province	15.0000
pel_ch_athenai_5	rom_character_gravitas_per_turn_mod	this_agent	5.0000
pel_ch_athenai_5	rom_character_political_party_loyalty	this_agent	10.0000
pel_ch_athenai_5	rom_force_campaign_mod_upkeep_land	this_general_army	-10.0000
pel_ch_athenai_6	rom_building_tax_level	this_character_local_province	18.0000
pel_ch_athenai_6	rom_character_gravitas_per_turn_mod	this_agent	6.0000
pel_ch_athenai_6	rom_character_political_party_loyalty	this_agent	12.0000
pel_ch_athenai_6	rom_force_campaign_mod_upkeep_land	this_general_army	-12.0000
pel_ch_athenai_7	rom_building_tax_level	this_character_local_province	21.0000
pel_ch_athenai_7	rom_character_faction_leader_global_public_order	in_all_your_provinces	3.0000
pel_ch_athenai_7	rom_character_gravitas_per_turn_mod	this_agent	7.0000
pel_ch_athenai_7	rom_character_political_party_loyalty	this_agent	14.0000
pel_ch_athenai_7	rom_character_power_to_ruling_party_per_turn	this_character_faction	3.0000
pel_ch_athenai_7	rom_force_campaign_mod_upkeep_land	this_general_army	-14.0000
pel_ch_athenai_8	rom_building_tax_level	this_character_local_province	24.0000
pel_ch_athenai_8	rom_character_faction_leader_global_public_order	in_all_your_provinces	3.0000
pel_ch_athenai_8	rom_character_gravitas_per_turn_mod	this_agent	8.0000
pel_ch_athenai_8	rom_character_political_party_loyalty	this_agent	16.0000
pel_ch_athenai_8	rom_character_power_to_ruling_party_per_turn	this_character_faction	4.0000
pel_ch_athenai_8	rom_force_campaign_mod_upkeep_land	this_general_army	-16.0000
pel_ch_boiotia_1	rom_building_tax_level	this_character_local_province	3.0000
pel_ch_boiotia_1	rom_character_gravitas_per_turn_mod	this_agent	1.0000
pel_ch_boiotia_1	rom_character_political_party_loyalty	this_agent	2.0000
pel_ch_boiotia_1	rom_force_campaign_mod_upkeep_land	this_general_army	-2.0000
pel_ch_boiotia_2	rom_building_tax_level	this_character_local_province	6.0000
pel_ch_boiotia_2	rom_character_gravitas_per_turn_mod	this_agent	2.0000
pel_ch_boiotia_2	rom_character_political_party_loyalty	this_agent	4.0000
pel_ch_boiotia_2	rom_force_campaign_mod_upkeep_land	this_general_army	-4.0000
pel_ch_boiotia_3	rom_building_tax_level	this_character_local_province	9.0000
pel_ch_boiotia_3	rom_character_gravitas_per_turn_mod	this_agent	3.0000
pel_ch_boiotia_3	rom_character_political_party_loyalty	this_agent	6.0000
pel_ch_boiotia_3	rom_force_campaign_mod_upkeep_land	this_general_army	-6.0000
pel_ch_boiotia_4	rom_building_tax_level	this_character_local_province	12.0000
pel_ch_boiotia_4	rom_character_gravitas_per_turn_mod	this_agent	4.0000
pel_ch_boiotia_4	rom_character_political_party_loyalty	this_agent	8.0000
pel_ch_boiotia_4	rom_force_campaign_mod_upkeep_land	this_general_army	-8.0000
pel_ch_boiotia_5	rom_building_tax_level	this_character_local_province	15.0000
pel_ch_boiotia_5	rom_character_gravitas_per_turn_mod	this_agent	5.0000
pel_ch_boiotia_5	rom_character_political_party_loyalty	this_agent	10.0000
pel_ch_boiotia_5	rom_force_campaign_mod_upkeep_land	this_general_army	-10.0000
pel_ch_boiotia_6	rom_building_tax_level	this_character_local_province	18.0000
pel_ch_boiotia_6	rom_character_gravitas_per_turn_mod	this_agent	6.0000
pel_ch_boiotia_6	rom_character_political_party_loyalty	this_agent	12.0000
pel_ch_boiotia_6	rom_force_campaign_mod_upkeep_land	this_general_army	-12.0000
pel_ch_boiotia_7	rom_building_tax_level	this_character_local_province	21.0000
pel_ch_boiotia_7	rom_character_faction_leader_global_public_order	in_all_your_provinces	3.0000
pel_ch_boiotia_7	rom_character_gravitas_per_turn_mod	this_agent	7.0000
pel_ch_boiotia_7	rom_character_political_party_loyalty	this_agent	14.0000
pel_ch_boiotia_7	rom_character_power_to_ruling_party_per_turn	this_character_faction	3.0000
pel_ch_boiotia_7	rom_force_campaign_mod_upkeep_land	this_general_army	-14.0000
pel_ch_boiotia_8	rom_building_tax_level	this_character_local_province	24.0000
pel_ch_boiotia_8	rom_character_faction_leader_global_public_order	in_all_your_provinces	3.0000
pel_ch_boiotia_8	rom_character_gravitas_per_turn_mod	this_agent	8.0000
pel_ch_boiotia_8	rom_character_political_party_loyalty	this_agent	16.0000
pel_ch_boiotia_8	rom_character_power_to_ruling_party_per_turn	this_character_faction	4.0000
pel_ch_boiotia_8	rom_force_campaign_mod_upkeep_land	this_general_army	-16.0000
pel_ch_korinthos_1	rom_building_tax_level	this_character_local_province	3.0000
pel_ch_korinthos_1	rom_character_gravitas_per_turn_mod	this_agent	1.0000
pel_ch_korinthos_1	rom_character_political_party_loyalty	this_agent	2.0000
pel_ch_korinthos_1	rom_force_campaign_mod_upkeep_land	this_general_army	-2.0000
pel_ch_korinthos_2	rom_building_tax_level	this_character_local_province	6.0000
pel_ch_korinthos_2	rom_character_gravitas_per_turn_mod	this_agent	2.0000
pel_ch_korinthos_2	rom_character_political_party_loyalty	this_agent	4.0000
pel_ch_korinthos_2	rom_force_campaign_mod_upkeep_land	this_general_army	-4.0000
pel_ch_korinthos_3	rom_building_tax_level	this_character_local_province	9.0000
pel_ch_korinthos_3	rom_character_gravitas_per_turn_mod	this_agent	3.0000
pel_ch_korinthos_3	rom_character_political_party_loyalty	this_agent	6.0000
pel_ch_korinthos_3	rom_force_campaign_mod_upkeep_land	this_general_army	-6.0000
pel_ch_korinthos_4	rom_building_tax_level	this_character_local_province	12.0000
pel_ch_korinthos_4	rom_character_gravitas_per_turn_mod	this_agent	4.0000
pel_ch_korinthos_4	rom_character_political_party_loyalty	this_agent	8.0000
pel_ch_korinthos_4	rom_force_campaign_mod_upkeep_land	this_general_army	-8.0000
pel_ch_korinthos_5	rom_building_tax_level	this_character_local_province	15.0000
pel_ch_korinthos_5	rom_character_gravitas_per_turn_mod	this_agent	5.0000
pel_ch_korinthos_5	rom_character_political_party_loyalty	this_agent	10.0000
pel_ch_korinthos_5	rom_force_campaign_mod_upkeep_land	this_general_army	-10.0000
pel_ch_korinthos_6	rom_building_tax_level	this_character_local_province	18.0000
pel_ch_korinthos_6	rom_character_gravitas_per_turn_mod	this_agent	6.0000
pel_ch_korinthos_6	rom_character_political_party_loyalty	this_agent	12.0000
pel_ch_korinthos_6	rom_force_campaign_mod_upkeep_land	this_general_army	-12.0000
pel_ch_korinthos_7	rom_building_tax_level	this_character_local_province	21.0000
pel_ch_korinthos_7	rom_character_faction_leader_global_public_order	in_all_your_provinces	3.0000
