building_level_key	technology_key
3c_east_military_buff_horse_2	3c_sassanid_military_recruitment_intensify_physical_conditioning
3c_east_military_buff_horse_3	3c_armenia_military_recruitment_expand_tactical_exercises
3c_east_military_buff_horse_3	3c_sassanid_military_recruitment_expand_tactical_exercises
3c_east_military_buff_range_2	3c_armenia_military_recruitment_intensify_physical_conditioning
3c_east_military_buff_range_2	3c_sassanid_military_recruitment_intensify_physical_conditioning
3c_east_military_buff_range_3	3c_armenia_military_recruitment_expand_tactical_exercises
3c_east_military_buff_range_3	3c_sassanid_military_recruitment_expand_tactical_exercises
3c_east_military_cav_2	3c_sassanid_military_recruitment_exact_your_levies
3c_east_military_cav_animal_3	3c_sassanid_military_recruitment_emphasize_on_your_cavalry
3c_east_military_cav_animal_4	3c_armenia_military_recruitment_reorganize_military_hierarchy
3c_east_military_cav_animal_4	3c_sassanid_military_recruitment_reorganize_your_military_hierarchy
3c_east_military_cav_heavy_3	3c_sassanid_military_recruitment_emphasize_on_your_cavalry
3c_east_military_cav_heavy_4	3c_armenia_military_recruitment_reorganize_military_hierarchy
3c_east_military_cav_heavy_4	3c_sassanid_military_recruitment_reorganize_your_military_hierarchy
3c_east_military_siege_2	3c_sassanid_military_recruitment_exact_your_levies
3c_east_military_siege_3	3c_sassanid_military_recruitment_emphasize_on_your_cavalry
3c_east_olive_2	3c_armenia_civil_governance_assume_the_crown_authority
3c_east_olive_2	3c_sassanid_civil_governance_claim_your_crown
3c_east_olive_3	3c_armenia_civil_governance_complie_code_laws
3c_east_olive_3	3c_sassanid_civil_governance_compile_your_code_of_laws
3c_east_olive_4	3c_armenia_civil_governance_establish_vigorous_administration
3c_east_olive_4	3c_sassanid_civil_governance_establish_vigorous_administration
3c_east_port_fish_2	3c_armenia_civil_economy_order_land_reclamation
3c_east_port_fish_2	3c_sassanid_civil_economy_reclaim_your_desert
3c_east_port_fish_3	3c_armenia_civil_economy_plan_irrigation_infrastructure
3c_east_port_fish_3	3c_sassanid_civil_economy_plan_your_irrigation_infrastructure
3c_east_port_fish_4	3c_armenia_civil_economy_implement_terraced_fields
3c_east_port_fish_4	3c_sassanid_civil_economy_implenet_your_terraced_fields
3c_east_port_military_2	3c_armenia_military_recruitment_summon_shipbuilders
3c_east_port_military_2	3c_sassanid_military_recruitment_summon_your_shipbuilders
3c_east_port_military_3	3c_armenia_military_recruitment_improve_harbour_infrastructure
3c_east_port_military_3	3c_sassanid_military_recruitment_improve_your_harbour_infrastructure
3c_east_port_military_4	3c_armenia_military_recruitment_initiate_naval_dominance
3c_east_port_military_4	3c_sassanid_military_recruitment_initiate_your_naval_dominance
3c_east_port_trade_2	3c_armenia_civil_economy_hire_roman_translators
3c_east_port_trade_2	3c_sassanid_civil_economy_hire_roman_translators
3c_east_port_trade_3	3c_armenia_civil_economy_extend_royal_benevolence
3c_east_port_trade_3	3c_sassanid_civil_economy_extend_your_royal_benevolence
3c_east_port_trade_4	3c_armenia_civil_economy_create_royal_bazaars
3c_east_port_trade_4	3c_sassanid_civil_economy_create_your_royal_bazaars
3c_east_purple_dye_2	3c_armenia_civil_governance_assume_the_crown_authority
3c_east_purple_dye_2	3c_sassanid_civil_governance_claim_your_crown
3c_east_purple_dye_3	3c_armenia_civil_governance_complie_code_laws
3c_east_purple_dye_3	3c_sassanid_civil_governance_compile_your_code_of_laws
3c_east_purple_dye_4	3c_armenia_civil_governance_establish_vigorous_administration
3c_east_purple_dye_4	3c_sassanid_civil_economy_plan_your_irrigation_infrastructure
3c_east_purple_dye_4	3c_sassanid_civil_governance_establish_vigorous_administration
3c_east_resource_dummy_2	3c_armenia_civil_governance_assume_the_crown_authority
3c_east_resource_dummy_2	3c_sassanid_civil_governance_claim_your_crown
3c_east_resource_dummy_3	3c_armenia_civil_governance_complie_code_laws
3c_east_resource_dummy_3	3c_sassanid_civil_governance_compile_your_code_of_laws
3c_east_resource_dummy_4	3c_armenia_civil_governance_establish_vigorous_administration
3c_east_resource_dummy_4	3c_sassanid_civil_governance_establish_vigorous_administration
3c_east_silk_2	3c_armenia_civil_governance_assume_the_crown_authority
3c_east_silk_2	3c_sassanid_civil_governance_claim_your_crown
3c_east_silk_3	3c_armenia_civil_governance_complie_code_laws
3c_east_silk_3	3c_sassanid_civil_governance_compile_your_code_of_laws
3c_east_silk_4	3c_armenia_civil_governance_establish_vigorous_administration
3c_east_silk_4	3c_sassanid_civil_governance_establish_vigorous_administration
3c_east_town_centre_game_2	3c_armenia_civil_culture_adhere_tenets_zoroaster
3c_east_town_centre_game_2	3c_sassanid_civil_culture_preserve_zendavesta
3c_east_town_centre_game_3	3c_armenia_civil_culture_recall_ancient_rites
3c_east_town_centre_game_3	3c_sassanid_civil_culture_restructure_order_magi
3c_east_town_centre_game_4	3c_armenia_civil_culture_promote_religious_tolerance
3c_east_town_centre_game_4	3c_sassanid_civil_culture_institute_festival_fire
3c_east_town_centre_trade_2	3c_armenia_civil_economy_hire_roman_translators
3c_east_town_centre_trade_2	3c_sassanid_civil_economy_hire_roman_translators
3c_east_town_centre_trade_3	3c_armenia_civil_economy_extend_royal_benevolence
3c_east_town_centre_trade_3	3c_sassanid_civil_economy_extend_your_royal_benevolence
3c_east_town_centre_trade_4	3c_armenia_civil_economy_create_royal_bazaars
3c_east_town_centre_trade_4	3c_sassanid_civil_economy_create_your_royal_bazaars
3c_east_town_garrison_2	3c_armenia_civil_governance_assume_the_crown_authority
3c_east_town_garrison_2	3c_sassanid_civil_governance_claim_your_crown
3c_east_town_garrison_3	3c_armenia_civil_governance_complie_code_laws
3c_east_town_garrison_3	3c_sassanid_civil_governance_compile_your_code_of_laws
3c_east_town_garrison_4	3c_armenia_civil_governance_establish_vigorous_administration
3c_east_town_garrison_4	3c_sassanid_civil_governance_establish_vigorous_administration
3c_east_town_trade_2	3c_armenia_civil_governance_assume_the_crown_authority
3c_east_town_trade_2	3c_sassanid_civil_governance_claim_your_crown
3c_east_town_trade_3	3c_armenia_civil_governance_complie_code_laws
3c_east_town_trade_3	3c_sassanid_civil_governance_compile_your_code_of_laws
3c_east_town_trade_4	3c_armenia_civil_governance_establish_vigorous_administration
3c_east_town_trade_4	3c_sassanid_civil_governance_establish_vigorous_administration
3c_east_water_well_2	3c_armenia_civil_economy_order_land_reclamation
3c_east_water_well_2	3c_sassanid_civil_economy_reclaim_your_desert
3c_east_water_well_3	3c_armenia_civil_economy_plan_irrigation_infrastructure
3c_east_water_well_3	3c_sassanid_civil_economy_plan_your_irrigation_infrastructure
3c_east_water_well_4	3c_armenia_civil_economy_implement_terraced_fields
3c_east_water_well_4	3c_sassanid_civil_economy_implenet_your_terraced_fields
3c_east_water_wind_2	3c_armenia_civil_economy_order_land_reclamation
3c_east_water_wind_2	3c_sassanid_civil_economy_reclaim_your_desert
3c_east_water_wind_3	3c_armenia_civil_economy_plan_irrigation_infrastructure
3c_east_water_wind_3	3c_sassanid_civil_economy_plan_your_irrigation_infrastructure
3c_east_water_wind_4	3c_armenia_civil_economy_implement_terraced_fields
3c_east_water_wind_4	3c_sassanid_civil_economy_implenet_your_terraced_fields
3c_east_wine_2	3c_armenia_civil_governance_assume_the_crown_authority
3c_east_wine_2	3c_sassanid_civil_governance_claim_your_crown
3c_east_wine_3	3c_armenia_civil_governance_complie_code_laws
3c_east_wine_3	3c_sassanid_civil_governance_compile_your_code_of_laws
3c_east_wine_4	3c_armenia_civil_governance_establish_vigorous_administration
3c_east_wine_4	3c_sassanid_civil_governance_establish_vigorous_administration
3c_gallicemp_agriculture_cattle_2	3c_rome_civil_economy_focus_on_local_production
3c_gallicemp_agriculture_cattle_3	3c_rome_civil_economy_extend_labour_facilities
3c_gallicemp_agriculture_cattle_4	3c_rome_civil_economy_restrict_the_coloni
3c_gallicemp_agriculture_farm_2	3c_rome_civil_economy_focus_on_local_production
3c_gallicemp_agriculture_farm_3	3c_rome_civil_economy_extend_labour_facilities
3c_gallicemp_agriculture_farm_4	3c_rome_civil_economy_restrict_the_coloni
3c_gallicemp_agriculture_horse_2	3c_rome_military_recruitment_apply_renumeration_reforms
3c_gallicemp_agriculture_horse_3	3c_rome_military_recruitment_reorganize_the_cohorts
3c_gallicemp_agriculture_horse_4	3c_rome_military_recruitment_form_vexillationes
3c_gallicemp_military_2	3c_rome_military_recruitment_apply_renumeration_reforms
3c_gallicemp_military_3	3c_rome_military_recruitment_reorganize_the_cohorts
3c_gallicemp_military_infantry_4	3c_rome_military_recruitment_form_vexillationes
3c_gallicemp_religious_cernunnos_2	3c_rome_civil_culture_appease_the_masses
3c_gallicemp_religious_cernunnos_3	3c_rome_civil_culture_promote_roman_traditions
3c_gallicemp_religious_cernunnos_4	3c_rome_civil_culture_elevate_roman_culture
3c_gallicemp_religious_gobannus_2	3c_rome_civil_culture_appease_the_masses
3c_gallicemp_religious_gobannus_3	3c_rome_civil_culture_promote_roman_traditions
3c_gallicemp_religious_gobannus_4	3c_rome_civil_culture_elevate_roman_culture
3c_gallicemp_religious_jupiter_2	3c_rome_civil_culture_appease_the_masses
3c_gallicemp_religious_jupiter_3	3c_rome_civil_culture_promote_roman_traditions
3c_gallicemp_religious_jupiter_4	3c_rome_civil_culture_elevate_roman_culture
3c_gallicemp_religious_jupiter_5	3c_gallicemp_civil_culture_celebrate_roman_heritage
3c_gallicemp_religious_mars_2	3c_rome_civil_culture_appease_the_masses
3c_gallicemp_religious_mars_3	3c_rome_civil_culture_promote_roman_traditions
3c_gallicemp_religious_mars_4	3c_rome_civil_culture_elevate_roman_culture
3c_gallicemp_religious_minerva_2	3c_rome_civil_culture_appease_the_masses
3c_gallicemp_religious_minerva_3	3c_rome_civil_culture_promote_roman_traditions
3c_gallicemp_religious_minerva_4	3c_rome_civil_culture_elevate_roman_culture
3c_palmyra_city_2	3c_rome_civil_governance_assume_power
3c_palmyra_city_3	3c_rome_civil_governance_consolidate_power
3c_palmyra_city_4	3c_rome_civil_governance_delegate_power
3c_palmyra_religious_aglibol_2	3c_rome_civil_culture_appease_the_masses
3c_palmyra_religious_aglibol_3	3c_rome_civil_culture_promote_roman_traditions
3c_palmyra_religious_aglibol_4	3c_rome_civil_culture_elevate_roman_culture
3c_palmyra_religious_baalshamin_2	3c_rome_civil_culture_appease_the_masses
3c_palmyra_religious_baalshamin_3	3c_rome_civil_culture_promote_roman_traditions
3c_palmyra_religious_baalshamin_4	3c_rome_civil_culture_elevate_roman_culture
3c_palmyra_religious_baalshamin_5	3c_palmyra_civil_culture_promote_religious_tolerance
3c_palmyra_religious_malakbel_2	3c_rome_civil_culture_appease_the_masses
3c_palmyra_religious_malakbel_3	3c_rome_civil_culture_promote_roman_traditions
3c_palmyra_religious_malakbel_4	3c_rome_civil_culture_elevate_roman_culture
3c_palmyra_religious_nabu_2	3c_rome_civil_culture_appease_the_masses
3c_palmyra_religious_nabu_3	3c_rome_civil_culture_promote_roman_traditions
3c_palmyra_religious_nabu_4	3c_rome_civil_culture_elevate_roman_culture
3c_palmyra_religious_yarhibol_2	3c_rome_civil_culture_appease_the_masses
3c_palmyra_religious_yarhibol_3	3c_rome_civil_culture_promote_roman_traditions
3c_palmyra_religious_yarhibol_4	3c_rome_civil_culture_elevate_roman_culture
3c_rom_resource_dummy_2	3c_rome_civil_governance_assume_power
3c_rom_resource_dummy_3	3c_rome_civil_governance_consolidate_power
3c_rom_resource_dummy_4	3c_rome_civil_governance_delegate_power
3c_rome_administration_security_2	3c_rome_civil_governance_assume_power
3c_rome_administration_security_3	3c_rome_civil_governance_consolidate_power
3c_rome_administration_spies_2	3c_rome_civil_governance_assume_power
3c_rome_administration_spies_3	3c_rome_civil_governance_consolidate_power
3c_rome_administration_taxes_2	3c_rome_civil_governance_assume_power
3c_rome_administration_taxes_3	3c_rome_civil_governance_consolidate_power
3c_rome_agriculture_farm_2	3c_rome_civil_economy_focus_on_local_production
3c_rome_agriculture_farm_3	3c_rome_civil_economy_extend_labour_facilities
3c_rome_agriculture_farm_4	3c_rome_civil_economy_restrict_the_coloni
3c_rome_agriculture_granary_2	3c_rome_civil_economy_focus_on_local_production
3c_rome_agriculture_granary_3	3c_rome_civil_economy_extend_labour_facilities
3c_rome_agriculture_granary_4	3c_rome_civil_economy_restrict_the_coloni
3c_rome_agriculture_herd_2	3c_rome_civil_economy_focus_on_local_production
3c_rome_agriculture_herd_3	3c_rome_civil_economy_extend_labour_facilities
3c_rome_agriculture_herd_4	3c_rome_civil_economy_restrict_the_coloni
3c_rome_amber_2	3c_rome_civil_governance_assume_power
3c_rome_amber_3	3c_rome_civil_governance_consolidate_power
3c_rome_amber_4	3c_rome_civil_governance_delegate_power
3c_rome_city_aurelian_walls_5	3c_rome_civil_governance_defend_the_empire
3c_rome_city_centre_cattle_2	3c_rome_civil_economy_restore_markets
3c_rome_city_centre_cattle_3	3c_rome_civil_economy_regulate_commerce
3c_rome_city_centre_cattle_4	3c_rome_civil_economy_implement_monetary_reformation
3c_rome_city_centre_circus_5	3c_rome_civil_culture_dies_natalis_solis_invicti
3c_rome_city_centre_food_2	3c_rome_civil_economy_focus_on_local_production
3c_rome_city_centre_food_3	3c_rome_civil_economy_extend_labour_facilities
3c_rome_city_centre_food_4	3c_rome_civil_economy_restrict_the_coloni
3c_rome_city_centre_gladiator_2	3c_rome_civil_culture_appease_the_masses
3c_rome_city_centre_gladiator_3	3c_rome_civil_culture_promote_roman_traditions
3c_rome_city_centre_gladiator_4	3c_rome_civil_culture_elevate_roman_culture
3c_rome_city_centre_gladiator_5	3c_rome_civil_culture_dies_natalis_solis_invicti
3c_rome_city_centre_library_2	3c_rome_civil_culture_appease_the_masses
3c_rome_city_centre_library_3	3c_rome_civil_culture_promote_roman_traditions
3c_rome_city_centre_library_4	3c_rome_civil_culture_elevate_roman_culture
3c_rome_city_centre_slave_2	3c_rome_civil_economy_restore_markets
3c_rome_city_centre_slave_3	3c_rome_civil_economy_regulate_commerce
3c_rome_city_centre_spice_2	3c_rome_civil_economy_restore_markets
3c_rome_city_centre_spice_3	3c_rome_civil_economy_regulate_commerce
3c_rome_city_centre_spice_4	3c_rome_civil_economy_implement_monetary_reformation
3c_rome_city_centre_spice_5	3c_palmyra_civil_economy_commence_grand_construction
3c_rome_city_centre_wine_2	3c_rome_civil_economy_restore_markets
3c_rome_city_centre_wine_3	3c_rome_civil_economy_regulate_commerce
3c_rome_city_centre_wine_4	3c_rome_civil_economy_implement_monetary_reformation
3c_rome_city_civil_2	3c_rome_civil_governance_assume_power
3c_rome_city_civil_3	3c_rome_civil_governance_consolidate_power
3c_rome_city_civil_4	3c_rome_civil_governance_delegate_power
3c_rome_city_garrison_2	3c_rome_civil_governance_assume_power
3c_rome_city_garrison_3	3c_rome_civil_governance_consolidate_power
3c_rome_city_garrison_4	3c_rome_civil_governance_delegate_power
3c_rome_glass_2	3c_rome_civil_governance_assume_power
3c_rome_glass_3	3c_rome_civil_governance_consolidate_power
3c_rome_glass_4	3c_rome_civil_governance_delegate_power
3c_rome_gold_2	3c_rome_civil_governance_assume_power
3c_rome_gold_3	3c_rome_civil_governance_consolidate_power
3c_rome_gold_4	3c_rome_civil_governance_delegate_power
3c_rome_grain_2	3c_rome_civil_governance_assume_power
3c_rome_grain_3	3c_rome_civil_governance_consolidate_power
3c_rome_grain_4	3c_rome_civil_governance_delegate_power
3c_rome_horse_2	3c_rome_military_recruitment_intensify_physical_conditioning
3c_rome_horse_3	3c_rome_military_recruitment_expand_tactical_exercises
3c_rome_industry_amphora_2	3c_rome_civil_economy_focus_on_local_production
3c_rome_industry_amphora_3	3c_rome_civil_economy_extend_labour_facilities
3c_rome_industry_amphora_4	3c_rome_civil_economy_restrict_the_coloni
3c_rome_industry_coin_2	3c_rome_civil_economy_focus_on_local_production
3c_rome_industry_coin_3	3c_rome_civil_economy_extend_labour_facilities
3c_rome_industry_coin_4	3c_rome_civil_economy_restrict_the_coloni
3c_rome_industry_jeweller_2	3c_rome_civil_economy_focus_on_local_production
3c_rome_industry_jeweller_3	3c_rome_civil_economy_extend_labour_facilities
3c_rome_industry_jeweller_4	3c_rome_civil_economy_restrict_the_coloni
3c_rome_iron_armour_2	3c_rome_military_recruitment_intensify_physical_conditioning
3c_rome_iron_armour_3	3c_rome_military_recruitment_expand_tactical_exercises
3c_rome_iron_weapon_2	3c_rome_military_recruitment_intensify_physical_conditioning
3c_rome_iron_weapon_3	3c_rome_military_recruitment_expand_tactical_exercises
3c_rome_lead_2	3c_rome_civil_governance_assume_power
3c_rome_lead_3	3c_rome_civil_governance_consolidate_power
3c_rome_lead_4	3c_rome_civil_governance_delegate_power
3c_rome_leather_2	3c_rome_civil_governance_assume_power
3c_rome_leather_3	3c_rome_civil_governance_consolidate_power
3c_rome_leather_4	3c_rome_civil_governance_delegate_power
3c_rome_lumber_2	3c_rome_civil_governance_assume_power
3c_rome_lumber_3	3c_rome_civil_governance_consolidate_power
3c_rome_lumber_4	3c_rome_civil_governance_delegate_power
3c_rome_marble_2	3c_rome_civil_governance_assume_power
3c_rome_marble_3	3c_rome_civil_governance_consolidate_power
3c_rome_marble_4	3c_rome_civil_governance_delegate_power
